Time_Seconds,EDA,Stress_Label
1.1000366,0.49671724,typical
1.110037,0.512266,typical
1.1200373,0.48901656,typical
1.1300377,0.4950487,typical
1.140038,0.4930599,typical
1.1500384,0.49951217,typical
1.1600387,0.47232604,typical
1.1700389,0.49817574,typical
1.1800393,0.49026164,typical
1.1900396,0.48158738,typical
1.20004,0.4880189,typical
1.2100403,0.50391656,typical
1.2200407,0.4727353,typical
1.230041,0.4943121,typical
1.2400413,0.50677073,typical
1.2500416,0.4941299,typical
1.260042,0.5074265,typical
1.2700423,0.48742992,typical
1.2800426,0.50354904,typical
1.290043,0.49765885,typical
1.3000433,0.5165151,typical
1.3100437,0.4986394,typical
1.320044,0.5043335,typical
1.3300443,0.4998945,typical
1.3400446,0.4991301,typical
1.350045,0.50333405,typical
1.3600453,0.52050984,typical
1.3700457,0.50186735,typical
1.380046,0.5091438,typical
1.3900464,0.51289755,typical
1.4000466,0.48872995,typical
1.4100469,0.5022815,typical
1.4200473,0.5080066,typical
1.4300476,0.48417956,typical
1.440048,0.48079038,typical
1.4500483,0.49488813,typical
1.4600487,0.5209284,typical
1.470049,0.5058796,typical
1.4800494,0.50589716,typical
1.4900496,0.5039729,typical
1.50005,0.49529868,typical
1.5100503,0.5100008,typical
1.5200506,0.5015717,typical
1.530051,0.5129295,typical
1.5400513,0.47702074,typical
1.5500517,0.50618947,typical
1.5600519,0.50972587,typical
1.5700523,0.5021518,typical
1.5800526,0.4991489,typical
1.590053,0.5063139,typical
1.6000533,0.49688601,typical
1.6100537,0.51290727,typical
1.620054,0.49772128,typical
1.6300544,0.476593,typical
1.6400547,0.479535,typical
1.6500549,0.48538023,typical
1.6600553,0.48869044,typical
1.6700556,0.4841301,typical
1.680056,0.4987637,typical
1.6900563,0.50123185,typical
1.7000567,0.51194555,typical
1.710057,0.4959544,typical
1.7200572,0.50656086,typical
1.7300576,0.4974911,typical
1.740058,0.49679473,typical
1.7500583,0.4993359,typical
1.7600586,0.49107993,typical
1.770059,0.50436515,typical
1.7800593,0.5033287,typical
1.7900597,0.49637404,typical
1.80006,0.4801351,typical
1.8100603,0.5059492,typical
1.8200606,0.5067492,typical
1.830061,0.49958903,typical
1.8400613,0.5112895,typical
1.8500617,0.5023527,typical
1.860062,0.5099103,typical
1.8700624,0.4997198,typical
1.8800626,0.5154954,typical
1.8900629,0.5135125,typical
1.9000633,0.49937984,typical
1.9100636,0.504459,typical
1.920064,0.5108882,typical
1.9300643,0.5005299,typical
1.9400647,0.49519002,typical
1.950065,0.4962792,typical
1.9600654,0.48831967,typical
1.9700656,0.4969679,typical
1.980066,0.5053667,typical
1.9900663,0.49889216,typical
2.0000668,0.5036983,typical
2.010067,0.49001792,typical
2.0200672,0.49860778,typical
2.0300677,0.5121543,typical
2.040068,0.5014829,typical
2.0500684,0.5166952,typical
2.0600686,0.49553263,typical
2.070069,0.4967784,typical
2.0800693,0.50934684,typical
2.0900695,0.48672116,typical
2.10007,0.491924,typical
2.1100702,0.5085819,typical
2.1200707,0.5075673,typical
2.130071,0.5045112,typical
2.1400714,0.5069014,typical
2.1500716,0.5055281,typical
2.1600718,0.49530557,typical
2.1700723,0.48739034,typical
2.1800725,0.5224626,typical
2.190073,0.49625924,typical
2.2000732,0.49918795,typical
2.2100737,0.5030484,typical
2.220074,0.4930701,typical
2.2300744,0.49569973,typical
2.2400746,0.5035397,typical
2.2500749,0.50231713,typical
2.2600753,0.51534635,typical
2.2700756,0.51033247,typical
2.280076,0.5106462,typical
2.2900763,0.51078284,typical
2.3000767,0.51435304,typical
2.310077,0.50665194,typical
2.3200774,0.50438565,typical
2.3300776,0.50367063,typical
2.3400779,0.5006574,typical
2.3500783,0.487007,typical
2.3600786,0.48911154,typical
2.370079,0.49742374,typical
2.3800793,0.5035773,typical
2.3900797,0.501528,typical
2.40008,0.49712786,typical
2.4100802,0.5096593,typical
2.4200807,0.5100985,typical
2.430081,0.49873728,typical
2.4400814,0.4903379,typical
2.4500816,0.49618813,typical
2.460082,0.49709117,typical
2.4700823,0.49947968,typical
2.4800825,0.5089161,typical
2.490083,0.5179917,typical
2.5000832,0.4935038,typical
2.5100837,0.5059897,typical
2.520084,0.48265293,typical
2.5300844,0.5115519,typical
2.5400846,0.48451486,typical
2.550085,0.5027202,typical
2.5600853,0.49867252,typical
2.5700855,0.48318732,typical
2.580086,0.49382627,typical
2.5900862,0.49049228,typical
2.6000867,0.4993599,typical
2.610087,0.49488094,typical
2.6200874,0.51165783,typical
2.6300876,0.5156166,typical
2.640088,0.4857795,typical
2.6500883,0.49722126,typical
2.6600885,0.5045809,typical
2.670089,0.4968542,typical
2.6800892,0.50044173,typical
2.6900897,0.4892187,typical
2.70009,0.48658714,typical
2.7100904,0.49917117,typical
2.7200906,0.51201665,typical
2.7300909,0.5028533,typical
2.7400913,0.5001734,typical
2.7500916,0.503764,typical
2.760092,0.49495745,typical
2.7700922,0.5068788,typical
2.7800927,0.52072394,typical
2.790093,0.49756783,typical
2.8000932,0.5098908,typical
2.8100936,0.5040802,typical
2.8200939,0.5070089,typical
2.8300943,0.50178576,typical
2.8400946,0.49682316,typical
2.850095,0.47518048,typical
2.8600953,0.49814856,typical
2.8700957,0.5036508,typical
2.880096,0.49527314,typical
2.8900962,0.5154011,typical
2.9000967,0.5040568,typical
2.910097,0.51727694,typical
2.9200974,0.4948563,typical
2.9300976,0.50932765,typical
2.940098,0.4960258,typical
2.9500983,0.51915234,typical
2.9600987,0.5095149,typical
2.970099,0.5025932,typical
2.9800992,0.48045507,typical
2.9900997,0.505094,typical
3.0001,0.49029437,typical
3.0101004,0.4947004,typical
3.0201006,0.48319373,typical
3.030101,0.47628698,typical
3.0401013,0.48582387,typical
3.0501015,0.44123128,typical
3.060102,0.45054665,typical
3.0701022,0.43657342,typical
3.0801027,0.4530237,typical
3.090103,0.43124536,typical
3.1001034,0.44144034,typical
3.1101036,0.4412503,typical
3.1201038,0.40762523,typical
3.1301043,0.41411695,typical
3.1401045,0.42664355,typical
3.150105,0.41891915,typical
3.1601052,0.38577247,typical
3.1701057,0.38678187,typical
3.180106,0.38726443,typical
3.1901064,0.37630156,typical
3.2001066,0.38546064,typical
3.2101068,0.37489048,typical
3.2201073,0.3645925,typical
3.2301075,0.36974403,typical
3.240108,0.36215648,typical
3.2501082,0.3678135,typical
3.2601087,0.36018223,typical
3.270109,0.3448038,typical
3.2801094,0.33940834,typical
3.2901096,0.33503592,typical
3.3001099,0.34591252,typical
3.3101103,0.32869604,typical
3.3201106,0.33370942,typical
3.330111,0.33232373,typical
3.3401113,0.32761347,typical
3.3501117,0.32754743,typical
3.360112,0.32160354,typical
3.3701122,0.32817543,typical
3.3801126,0.3282951,typical
3.3901129,0.33619666,typical
3.4001133,0.34661525,typical
3.4101136,0.3038215,typical
3.420114,0.32495493,typical
3.4301143,0.30978084,typical
3.4401145,0.334805,typical
3.450115,0.3145482,typical
3.4601152,0.29987505,typical
3.4701157,0.30958545,typical
3.480116,0.2981065,typical
3.4901164,0.30983254,typical
3.5001166,0.31430012,typical
3.510117,0.3132155,typical
3.5201173,0.31065375,typical
3.5301175,0.3330502,typical
3.540118,0.32685846,typical
3.5501182,0.32072848,typical
3.5601187,0.32193285,typical
3.570119,0.31192392,typical
3.5801194,0.31923503,typical
3.5901196,0.34066552,typical
3.60012,0.33926904,typical
3.6101203,0.35445285,typical
3.6201205,0.37687755,typical
3.630121,0.36767042,typical
3.6401212,0.39174676,typical
3.6501217,0.38453963,typical
3.660122,0.4047365,typical
3.6701224,0.44461372,typical
3.6801226,0.42293632,typical
3.6901228,0.45409375,typical
3.7001233,0.44528311,typical
3.7101235,0.44434375,typical
3.720124,0.46864152,typical
3.7301242,0.46977228,typical
3.7401247,0.48252922,typical
3.750125,0.50935197,typical
3.7601252,0.5084753,typical
3.7701256,0.5258904,typical
3.7801259,0.50580335,typical
3.7901263,0.5345009,typical
3.8001266,0.5408627,typical
3.810127,0.54790336,typical
3.8201272,0.56654185,typical
3.8301277,0.58934516,typical
3.840128,0.6000667,typical
3.8501282,0.6050975,typical
3.8601286,0.58333075,typical
3.8701289,0.6155711,typical
3.8801293,0.634905,typical
3.8901296,0.6224549,typical
3.90013,0.6189756,typical
3.9101303,0.6425008,typical
3.9201307,0.6358373,typical
3.930131,0.6610788,typical
3.9401312,0.6777805,typical
3.9501317,0.6719228,typical
3.960132,0.69765717,typical
3.9701324,0.6994643,typical
3.9801326,0.67955536,typical
3.990133,0.70698303,typical
4.0001335,0.70550096,typical
4.0101337,0.72720385,typical
4.020134,0.6925999,typical
4.030134,0.719516,typical
4.0401344,0.71803737,typical
4.050135,0.71395123,typical
4.0601354,0.7314801,typical
4.0701356,0.719021,typical
4.080136,0.71890575,typical
4.090136,0.7384813,typical
4.1001368,0.717561,typical
4.110137,0.7312348,typical
4.120137,0.70395625,typical
4.1301374,0.72612405,typical
4.140138,0.73041975,typical
4.1501384,0.73894364,typical
4.1601386,0.73942864,typical
4.170139,0.7377102,typical
4.180139,0.73799396,typical
4.19014,0.74153554,typical
4.20014,0.7384647,typical
4.21014,0.7372162,typical
4.2201405,0.7624177,typical
4.230141,0.73521924,typical
4.2401414,0.7599106,typical
4.2501416,0.741678,typical
4.260142,0.73229104,typical
4.270142,0.75080395,typical
4.280143,0.72059697,typical
4.290143,0.75643444,typical
4.3001432,0.7552874,typical
4.3101435,0.7521162,typical
4.3201437,0.75385517,typical
4.3301444,0.7579869,typical
4.3401446,0.7334956,typical
4.350145,0.7495621,typical
4.360145,0.7549431,typical
4.370146,0.76824313,typical
4.380146,0.74259853,typical
4.3901463,0.74802184,typical
4.4001465,0.77760637,typical
4.4101467,0.7406075,typical
4.4201474,0.7456726,typical
4.4301476,0.7394379,typical
4.440148,0.75168824,typical
4.450148,0.77890277,typical
4.460149,0.7463403,typical
4.470149,0.7731631,typical
4.4801493,0.7508824,typical
4.4901495,0.7661472,typical
4.5001497,0.7673538,typical
4.5101504,0.76958555,typical
4.5201507,0.75497293,typical
4.530151,0.7752682,typical
4.540151,0.75946844,typical
4.550152,0.7575753,typical
4.560152,0.7511147,typical
4.5701523,0.7448283,typical
4.5801525,0.7472563,typical
4.5901527,0.7669859,typical
4.6001534,0.7524893,typical
4.6101537,0.7689501,typical
4.620154,0.7563086,typical
4.630154,0.7522353,typical
4.640155,0.7448869,typical
4.650155,0.7560872,typical
4.6601553,0.74076724,typical
4.6701555,0.7518153,typical
4.6801558,0.7606776,typical
4.6901565,0.7514435,typical
4.7001567,0.75150406,typical
4.710157,0.7517087,typical
4.720157,0.75279546,typical
4.7301574,0.7502857,typical
4.740158,0.7487277,typical
4.7501583,0.7500751,typical
4.7601585,0.7475182,typical
4.770159,0.7511767,typical
4.7801595,0.76529264,typical
4.7901597,0.7617471,typical
4.80016,0.75916,typical
4.81016,0.72621226,typical
4.8201604,0.74642926,typical
4.830161,0.75622976,typical
4.8401613,0.7495395,typical
4.8501616,0.75264096,typical
4.860162,0.75386846,typical
4.8701625,0.7486725,typical
4.8801627,0.74884087,typical
4.890163,0.7498337,typical
4.900163,0.7451649,typical
4.9101634,0.7448749,typical
4.920164,0.7418532,typical
4.9301643,0.76351404,typical
4.9401646,0.7592426,typical
4.950165,0.7553414,typical
4.960165,0.7432192,typical
4.9701657,0.7664124,typical
4.980166,0.7750562,typical
4.990166,0.7986845,typical
5.0001664,0.7822894,typical
5.010167,0.81094027,typical
5.0201674,0.83277357,typical
5.0301676,0.821547,typical
5.040168,0.8491351,typical
5.050168,0.8618011,typical
5.0601687,0.8614748,typical
5.070169,0.8698924,typical
5.080169,0.8876984,typical
5.0901694,0.88889015,typical
5.10017,0.8907889,typical
5.1101704,0.90791136,typical
5.1201706,0.9157175,typical
5.130171,0.9112745,typical
5.140171,0.92373276,typical
5.1501718,0.9514555,typical
5.160172,0.9342353,typical
5.170172,0.950683,typical
5.1801724,0.9615065,typical
5.190173,0.96737987,typical
5.2001734,0.96060145,typical
5.2101736,0.9769411,typical
5.220174,0.9722886,typical
5.230174,0.99507934,typical
5.240175,0.9819442,typical
5.250175,0.9928601,typical
5.260175,0.99080503,typical
5.2701755,1.0261067,typical
5.280176,1.0138757,typical
5.2901764,1.0160861,typical
5.3001766,1.0359226,typical
5.310177,1.0420922,typical
5.320177,1.055657,typical
5.330178,1.0403718,typical
5.340178,1.0465105,typical
5.3501782,1.0729345,typical
5.3601785,1.0773671,typical
5.3701787,1.0900036,typical
5.3801794,1.0642442,typical
5.3901796,1.0910723,typical
5.40018,1.0912868,typical
5.41018,1.0693551,typical
5.420181,1.0628595,typical
5.430181,1.0865635,typical
5.4401813,1.1071829,typical
5.4501815,1.1040473,typical
5.4601817,1.0958786,typical
5.4701824,1.1206433,typical
5.4801826,1.1044387,typical
5.490183,1.1142405,typical
5.500183,1.1250857,typical
5.510184,1.1226853,typical
5.520184,1.1182582,typical
5.5301843,1.1270518,typical
5.5401845,1.1143316,typical
5.5501847,1.1263489,typical
5.5601854,1.1534805,typical
5.5701857,1.1222806,typical
5.580186,1.1373264,typical
5.590186,1.1572529,typical
5.6001863,1.1470455,typical
5.610187,1.1448812,typical
5.6201873,1.14485,typical
5.6301875,1.1436177,typical
5.6401877,1.1486458,typical
5.6501884,1.1282616,typical
5.6601887,1.1496646,typical
5.670189,1.1525675,typical
5.680189,1.1492755,typical
5.6901894,1.1366543,typical
5.70019,1.1566161,typical
5.7101903,1.1448964,typical
5.7201905,1.152234,typical
5.7301908,1.1464467,typical
5.7401915,1.1532012,typical
5.7501917,1.134226,typical
5.760192,1.1332839,typical
5.770192,1.147225,typical
5.7801924,1.1626444,typical
5.790193,1.1552057,typical
5.8001933,1.1388901,typical
5.8101935,1.1588919,typical
5.820194,1.1683187,typical
5.8301945,1.1330398,typical
5.8401947,1.1484822,typical
5.850195,1.1566253,typical
5.860195,1.1410795,typical
5.8701954,1.1265104,typical
5.880196,1.1508932,typical
5.8901963,1.132149,typical
5.9001966,1.1275835,typical
5.910197,1.1321977,typical
5.9201975,1.1361316,typical
5.9301977,1.1318196,typical
5.940198,1.1274059,typical
5.950198,1.1107082,typical
5.9601984,1.1194507,typical
5.970199,1.1255028,typical
5.9801993,1.1387897,typical
5.9901996,1.114281,typical
6.0002,1.1221397,typical
6.0102,1.1122032,typical
6.0202007,1.1263657,typical
6.030201,1.1221082,typical
6.040201,1.1248541,typical
6.0502014,1.1061482,typical
6.060202,1.1111835,typical
6.0702024,1.1091602,typical
6.0802026,1.0837147,typical
6.090203,1.1023127,typical
6.100203,1.0921066,typical
6.1102037,1.109466,typical
6.120204,1.087416,typical
6.130204,1.1065818,typical
6.1402044,1.094732,typical
6.150205,1.0896965,typical
6.1602054,1.0917891,typical
6.1702056,1.0860515,typical
6.180206,1.0936183,typical
6.190206,1.0954905,typical
6.2002068,1.1026244,typical
6.210207,1.0923696,typical
6.220207,1.083272,typical
6.2302074,1.0889467,typical
6.2402077,1.0753056,typical
6.2502084,1.1033441,typical
6.2602086,1.087588,typical
6.270209,1.107176,typical
6.280209,1.0868704,typical
6.29021,1.0944073,typical
6.30021,1.0821126,typical
6.31021,1.1003952,typical
6.3202105,1.0987561,typical
6.3302107,1.1017358,typical
6.3402114,1.1075592,typical
6.3502116,1.1145257,typical
6.360212,1.0897619,typical
6.370212,1.1008959,typical
6.380213,1.1106199,typical
6.390213,1.1028938,typical
6.4002132,1.0938616,typical
6.4102135,1.1078465,typical
6.4202137,1.1063105,typical
6.4302144,1.106149,typical
6.4402146,1.0952599,typical
6.450215,1.091083,typical
6.460215,1.0944355,typical
6.470216,1.0982345,typical
6.480216,1.098117,typical
6.4902163,1.0932417,typical
6.5002165,1.0827217,typical
6.5102167,1.0890913,typical
6.5202174,1.0840263,typical
6.5302176,1.0772294,typical
6.540218,1.1064373,typical
6.550218,1.1046456,typical
6.560219,1.0835474,typical
6.570219,1.0897448,typical
6.5802193,1.0691702,typical
6.5902195,1.0844277,typical
6.6002197,1.0929645,typical
6.6102204,1.1047646,typical
6.6202207,1.0864942,typical
6.630221,1.0781107,typical
6.640221,1.0890311,typical
6.6502213,1.084021,typical
6.660222,1.0996329,typical
6.6702223,1.0853506,typical
6.6802225,1.0583079,typical
6.6902227,1.06222,typical
6.7002234,1.0829139,typical
6.7102237,1.0831358,typical
6.720224,1.0790753,typical
6.730224,1.0626645,typical
6.7402244,1.062899,typical
6.750225,1.0660232,typical
6.7602253,1.0542315,typical
6.7702255,1.056811,typical
6.7802258,1.0745537,typical
6.7902265,1.058435,typical
6.8002267,1.0527763,typical
6.810227,1.0654715,typical
6.820227,1.0625944,typical
6.8302274,1.0724602,typical
6.840228,1.0550487,typical
6.8502283,1.0483462,typical
6.8602285,1.0669188,typical
6.870229,1.0519491,typical
6.880229,1.0435551,typical
6.8902297,1.0541401,typical
6.90023,1.0255455,typical
6.91023,1.0412301,typical
6.9202304,1.0417755,typical
6.930231,1.0398372,typical
6.9402313,1.0406312,typical
6.9502316,1.0405352,typical
6.960232,1.0463073,typical
6.970232,1.0383275,typical
6.9802327,1.0349071,typical
6.990233,1.0188637,typical
7.000233,1.0360221,typical
7.0102334,1.0154543,typical
7.020234,1.0197,typical
7.0302343,1.0165973,typical
7.0402346,1.0200608,typical
7.050235,1.0196631,typical
7.060235,1.0451233,typical
7.0702357,1.0020804,typical
7.080236,1.0245472,typical
7.090236,0.99403876,typical
7.1002364,1.0016598,typical
7.110237,1.0252591,typical
7.1202374,1.0198597,typical
7.1302376,1.0146908,typical
7.140238,1.0003254,typical
7.150238,1.000655,typical
7.1602387,1.0058371,typical
7.170239,1.012411,typical
7.180239,0.9944332,typical
7.1902394,1.0081431,typical
7.20024,1.0006016,typical
7.2102404,0.9930749,typical
7.2202406,0.9867129,typical
7.230241,0.9734007,typical
7.240241,1.0098697,typical
7.2502418,0.99287033,typical
7.260242,0.9950171,typical
7.270242,0.98235416,typical
7.2802424,0.9782771,typical
7.2902427,0.99224824,typical
7.3002434,0.9770875,typical
7.3102436,0.9674166,typical
7.320244,0.9691968,typical
7.330244,0.96581423,typical
7.340245,0.9781487,typical
7.350245,0.97961354,typical
7.360245,0.9718547,typical
7.3702455,0.9623589,typical
7.3802457,0.95677555,typical
7.3902464,0.94782686,typical
7.4002466,0.96008587,typical
7.410247,0.94076335,typical
7.420247,0.9586854,typical
7.430248,0.9688795,typical
7.440248,0.96225166,typical
7.4502482,0.9378428,typical
7.4602485,0.9418962,typical
7.4702487,0.923992,typical
7.4802494,0.94306237,typical
7.4902496,0.9239941,typical
7.50025,0.93051606,typical
7.51025,0.9254991,typical
7.5202503,0.9289299,typical
7.530251,0.9272722,typical
7.5402513,0.9196536,typical
7.5502515,0.92325556,typical
7.5602517,0.9073551,typical
7.5702524,0.9313394,typical
7.5802526,0.902645,typical
7.590253,0.9411336,typical
7.600253,0.9489068,typical
7.6102533,0.978948,typical
7.620254,1.0006372,typical
7.6302543,0.9963265,typical
7.6402545,1.0201055,typical
7.6502547,1.0382437,typical
7.6602554,1.0452366,typical
7.6702557,1.0552284,typical
7.680256,1.0854058,typical
7.690256,1.0832546,typical
7.7002563,1.1143186,typical
7.710257,1.1272821,typical
7.7202573,1.1499171,typical
7.7302575,1.1687665,typical
7.7402577,1.1792173,typical
7.7502584,1.1775035,typical
7.7602587,1.1898055,typical
7.770259,1.2053907,typical
7.780259,1.2293458,typical
7.7902594,1.249088,typical
7.80026,1.2568322,typical
7.8102603,1.2494915,typical
7.8202605,1.275528,typical
7.8302608,1.2739321,typical
7.8402615,1.2738357,typical
7.8502617,1.3202095,typical
7.860262,1.3163198,typical
7.870262,1.3277302,typical
7.8802624,1.3300427,typical
7.890263,1.3605444,typical
7.9002633,1.3417892,typical
7.9102635,1.3445045,typical
7.920264,1.3533927,typical
7.930264,1.3793883,typical
7.9402647,1.3846769,typical
7.950265,1.38634,typical
7.960265,1.399093,typical
7.9702654,1.3909246,typical
7.980266,1.4051278,typical
7.9902663,1.3976128,typical
8.000267,1.4012105,typical
8.010267,1.4132121,typical
8.0202675,1.3974583,typical
8.030268,1.3928002,typical
8.040268,1.3923359,typical
8.050268,1.4130061,typical
8.060268,1.4135283,typical
8.070269,1.4178962,typical
8.080269,1.3975146,typical
8.090269,1.409837,typical
8.10027,1.4059045,typical
8.1102705,1.387574,typical
8.120271,1.4158658,typical
8.130271,1.384448,typical
8.140271,1.373688,typical
8.150271,1.3774211,typical
8.160272,1.3874667,typical
8.170272,1.3526249,typical
8.180272,1.3522226,typical
8.190273,1.3422453,typical
8.2002735,1.3500718,typical
8.210274,1.3199414,typical
8.220274,1.3177321,typical
8.230274,1.3182883,typical
8.240274,1.2962164,typical
8.250275,1.3082719,typical
8.260275,1.2954605,typical
8.270275,1.2785077,typical
8.280276,1.2498035,typical
8.290277,1.2385744,typical
8.300277,1.2145115,typical
8.310277,1.2126356,typical
8.320277,1.2122731,typical
8.330277,1.2045279,typical
8.340278,1.1685214,typical
8.350278,1.1550691,typical
8.360278,1.140621,typical
8.370279,1.1578513,typical
8.38028,1.1086081,typical
8.39028,1.1079024,typical
8.40028,1.0868323,typical
8.41028,1.0760403,typical
8.42028,1.0408266,typical
8.430281,1.0302548,typical
8.440281,1.0272515,typical
8.450281,0.9875182,typical
8.460282,0.97513026,typical
8.470283,0.9639883,typical
8.480283,0.95521295,typical
8.490283,0.9257619,typical
8.500283,0.90197533,typical
8.510283,0.8756747,typical
8.520284,0.8576326,typical
8.530284,0.8384626,typical
8.540284,0.82327515,typical
8.550285,0.80858725,typical
8.560286,0.77348924,typical
8.570286,0.7648718,typical
8.580286,0.70918006,typical
8.590286,0.7412687,typical
8.6002865,0.72496074,typical
8.610287,0.7018277,typical
8.620287,0.69316214,typical
8.630287,0.7116595,typical
8.640287,0.7130729,typical
8.650289,0.7100249,typical
8.660289,0.6932438,typical
8.670289,0.71360683,typical
8.680289,0.7102061,typical
8.6902895,0.7101991,typical
8.70029,0.7002939,typical
8.71029,0.74027747,typical
8.72029,0.7086523,typical
8.73029,0.69690466,typical
8.740292,0.7085416,typical
8.750292,0.7059572,typical
8.760292,0.7030783,typical
8.770292,0.70032567,typical
8.7802925,0.6938874,typical
8.790293,0.7022651,typical
8.800293,0.6913137,typical
8.810293,0.69901997,typical
8.820293,0.687606,typical
8.830295,0.6923777,typical
8.840295,0.6977962,typical
8.850295,0.68275195,typical
8.860295,0.6920251,typical
8.870296,0.6891423,typical
8.880296,0.70193005,typical
8.890296,0.68858016,typical
8.900296,0.69592905,typical
8.910296,0.6986436,typical
8.920298,0.6926943,typical
8.930298,0.7009842,typical
8.940298,0.6792957,typical
8.950298,0.6838307,typical
8.960299,0.70139873,typical
8.970299,0.6899595,typical
8.980299,0.68246365,typical
8.990299,0.6814346,typical
9.000299,0.69289255,typical
9.010301,0.67452735,typical
9.020301,0.67471945,typical
9.030301,0.6861613,typical
9.040301,0.6941814,typical
9.050302,0.69286317,typical
9.060302,0.6563987,typical
9.070302,0.6631954,typical
9.080302,0.66803396,typical
9.090302,0.66635346,typical
9.100304,0.65500635,typical
9.110304,0.681155,typical
9.120304,0.69482905,typical
9.130304,0.6836608,typical
9.140305,0.68094677,typical
9.150305,0.6554387,typical
9.160305,0.6610851,typical
9.170305,0.6733452,typical
9.1803055,0.66262305,typical
9.190307,0.6646226,typical
9.200307,0.66489065,typical
9.210307,0.68209827,typical
9.220307,0.6717073,typical
9.230308,0.66834325,typical
9.240308,0.6532226,typical
9.250308,0.66711855,typical
9.260308,0.650989,typical
9.2703085,0.6318131,typical
9.28031,0.6644021,typical
9.29031,0.6709182,typical
9.30031,0.648119,typical
9.31031,0.6566803,typical
9.320311,0.6602238,typical
9.330311,0.63913685,typical
9.340311,0.6478225,typical
9.350311,0.6411136,typical
9.3603115,0.65525275,typical
9.370312,0.65274125,typical
9.380313,0.65502226,typical
9.390313,0.6643023,typical
9.400313,0.65081114,typical
9.410314,0.639598,typical
9.420314,0.6446764,typical
9.430314,0.65010226,typical
9.440314,0.6440785,typical
9.4503145,0.6293393,typical
9.460315,0.65657467,typical
9.470316,0.6424006,typical
9.480316,0.6450266,typical
9.490316,0.6278448,typical
9.500317,0.6282542,typical
9.510317,0.6385256,typical
9.520317,0.6266695,typical
9.530317,0.6172877,typical
9.540318,0.636157,typical
9.550318,0.6493031,typical
9.560319,0.63603777,typical
9.570319,0.63720304,typical
9.580319,0.64072824,typical
9.59032,0.64629215,typical
9.60032,0.6367836,typical
9.61032,0.64689136,typical
9.62032,0.6504745,typical
9.630321,0.62195,typical
9.640321,0.63708395,typical
