Time_Seconds,SpO2,Stress_Label
0.7600253,98.407776,typical
0.7700257,98.67281,typical
0.78002596,98.357544,typical
0.7900263,98.618835,typical
0.80002666,98.3913,typical
0.810027,98.309875,typical
0.82002735,98.39196,typical
0.83002764,98.47678,typical
0.840028,98.586296,typical
0.85002834,98.48918,typical
0.8600286,98.372,typical
0.870029,98.4219,typical
0.8800293,98.55151,typical
0.89002967,98.404526,typical
0.90003,98.529434,typical
0.9100303,98.23204,typical
0.92003065,98.51291,typical
0.930031,98.4467,typical
0.9400313,98.633415,typical
0.95003164,98.4984,typical
0.960032,98.542625,typical
0.97003233,98.51513,typical
0.9800327,98.44253,typical
0.990033,98.54043,typical
1.0000334,98.474205,typical
1.0100336,98.59516,typical
1.020034,98.4211,typical
1.0300343,98.58693,typical
1.0400347,98.59645,typical
1.050035,98.49129,typical
1.0600353,98.62425,typical
1.0700357,98.64346,typical
1.0800359,98.48505,typical
1.0900363,98.59522,typical
1.1000366,98.417046,typical
1.110037,98.602,typical
1.1200373,98.39662,typical
1.1300377,98.50328,typical
1.140038,98.560234,typical
1.1500384,98.58496,typical
1.1600387,98.49675,typical
1.1700389,98.49876,typical
1.1800393,98.487656,typical
1.1900396,98.403496,typical
1.20004,98.71794,typical
1.2100403,98.5241,typical
1.2200407,98.39514,typical
1.230041,98.612724,typical
1.2400413,98.31403,typical
1.2500416,98.57933,typical
1.260042,98.5995,typical
1.2700423,98.34646,typical
1.2800426,98.49077,typical
1.290043,98.431656,typical
1.3000433,98.46615,typical
1.3100437,98.56766,typical
1.320044,98.52292,typical
1.3300443,98.5337,typical
1.3400446,98.517685,typical
1.350045,98.35636,typical
1.3600453,98.425835,typical
1.3700457,98.476,typical
1.380046,98.62888,typical
1.3900464,98.57191,typical
1.4000466,98.490906,typical
1.4100469,98.45758,typical
1.4200473,98.58997,typical
1.4300476,98.43049,typical
1.440048,98.43735,typical
1.4500483,98.395256,typical
1.4600487,98.635735,typical
1.470049,98.527985,typical
1.4800494,98.42445,typical
1.4900496,98.49962,typical
1.50005,98.5948,typical
1.5100503,98.45121,typical
1.5200506,98.50131,typical
1.530051,98.36571,typical
1.5400513,98.417656,typical
1.5500517,98.33222,typical
1.5600519,98.53781,typical
1.5700523,98.37664,typical
1.5800526,98.40105,typical
1.590053,98.3505,typical
1.6000533,98.49781,typical
1.6100537,98.40887,typical
1.620054,98.545364,typical
1.6300544,98.28022,typical
1.6400547,98.38519,typical
1.6500549,98.33344,typical
1.6600553,98.35156,typical
1.6700556,98.4657,typical
1.680056,98.451836,typical
1.6900563,98.428154,typical
1.7000567,98.61336,typical
1.710057,98.57313,typical
1.7200572,98.6858,typical
1.7300576,98.51719,typical
1.740058,98.545975,typical
1.7500583,98.43225,typical
1.7600586,98.51189,typical
1.770059,98.52608,typical
1.7800593,98.56057,typical
1.7900597,98.57357,typical
1.80006,98.46138,typical
1.8100603,98.56517,typical
1.8200606,98.442856,typical
1.830061,98.61703,typical
1.8400613,98.591354,typical
1.8500617,98.64698,typical
1.860062,98.50957,typical
1.8700624,98.59203,typical
1.8800626,98.48453,typical
1.8900629,98.42153,typical
1.9000633,98.39088,typical
1.9100636,98.319756,typical
1.920064,98.39504,typical
1.9300643,98.37857,typical
1.9400647,98.559814,typical
1.950065,98.57832,typical
1.9600654,98.509605,typical
1.9700656,98.521904,typical
1.980066,98.44103,typical
1.9900663,98.360245,typical
2.0000668,98.637024,typical
2.010067,98.47741,typical
2.0200672,98.58869,typical
2.0300677,98.43952,typical
2.040068,98.456894,typical
2.0500684,98.54114,typical
2.0600686,98.50566,typical
2.070069,98.56475,typical
2.0800693,98.40512,typical
2.0900695,98.69018,typical
2.10007,98.45706,typical
2.1100702,98.40988,typical
2.1200707,98.669365,typical
2.130071,98.4476,typical
2.1400714,98.64727,typical
2.1500716,98.50085,typical
2.1600718,98.51385,typical
2.1700723,98.38006,typical
2.1800725,98.38287,typical
2.190073,98.50717,typical
2.2000732,98.40621,typical
2.2100737,98.49012,typical
2.220074,98.495674,typical
2.2300744,98.45772,typical
2.2400746,98.364624,typical
2.2500749,98.60361,typical
2.2600753,98.53489,typical
2.2700756,98.56638,typical
2.280076,98.4126,typical
2.2900763,98.47309,typical
2.3000767,98.411026,typical
2.310077,98.29641,typical
2.3200774,98.47418,typical
2.3300776,98.41335,typical
2.3400779,98.604645,typical
2.3500783,98.36016,typical
2.3600786,98.73178,typical
2.370079,98.63798,typical
2.3800793,98.58144,typical
2.3900797,98.40428,typical
2.40008,98.29156,typical
2.4100802,98.5245,typical
2.4200807,98.60094,typical
2.430081,98.3913,typical
2.4400814,98.54783,typical
2.4500816,98.54726,typical
2.460082,98.60108,typical
2.4700823,98.55676,typical
2.4800825,98.57842,typical
2.490083,98.458565,typical
2.5000832,98.49218,typical
2.5100837,98.49843,typical
2.520084,98.501015,typical
2.5300844,98.463104,typical
2.5400846,98.469086,typical
2.550085,98.35858,typical
2.5600853,98.56542,typical
2.5700855,98.437325,typical
2.580086,98.61434,typical
2.5900862,98.63006,typical
2.6000867,98.66143,typical
2.610087,98.63479,typical
2.6200874,98.59808,typical
2.6300876,98.57957,typical
2.640088,98.47768,typical
2.6500883,98.50274,typical
2.6600885,98.43078,typical
2.670089,98.460846,typical
2.6800892,98.59112,typical
2.6900897,98.351265,typical
2.70009,98.49342,typical
2.7100904,98.549484,typical
2.7200906,98.32661,typical
2.7300909,98.567604,typical
2.7400913,98.4136,typical
2.7500916,98.60223,typical
2.760092,98.585686,typical
2.7700922,98.43808,typical
2.7800927,98.55684,typical
2.790093,98.63467,typical
2.8000932,98.41632,typical
2.8100936,98.34577,typical
2.8200939,98.60848,typical
2.8300943,98.46907,typical
2.8400946,98.616745,typical
2.850095,98.39108,typical
2.8600953,98.4118,typical
2.8700957,98.428375,typical
2.880096,98.44559,typical
2.8900962,98.37032,typical
2.9000967,98.54095,typical
2.910097,98.55098,typical
2.9200974,98.61565,typical
2.9300976,98.53166,typical
2.940098,98.61022,typical
2.9500983,98.47059,typical
2.9600987,98.462006,typical
2.970099,98.50267,typical
2.9800992,98.49498,typical
2.9900997,98.48839,typical
3.0001,98.578766,typical
3.0101004,98.51304,typical
3.0201006,98.411545,typical
3.030101,98.33729,typical
3.0401013,98.60796,typical
3.0501015,98.50163,typical
3.060102,98.48225,typical
3.0701022,98.46453,typical
3.0801027,98.524666,typical
3.090103,98.40537,typical
3.1001034,98.62632,typical
3.1101036,98.410065,typical
3.1201038,98.59535,typical
3.1301043,98.59151,typical
3.1401045,98.513626,typical
3.150105,98.450356,typical
3.1601052,98.45373,typical
3.1701057,98.43526,typical
3.180106,98.64596,typical
3.1901064,98.55389,typical
3.2001066,98.52718,typical
3.2101068,98.43249,typical
3.2201073,98.47989,typical
3.2301075,98.539276,typical
3.240108,98.438194,typical
3.2501082,98.42763,typical
3.2601087,98.61518,typical
3.270109,98.629425,typical
3.2801094,98.52191,typical
3.2901096,98.6812,typical
3.3001099,98.3955,typical
3.3101103,98.49034,typical
3.3201106,98.70289,typical
3.330111,98.33164,typical
3.3401113,98.58731,typical
3.3501117,98.318245,typical
3.360112,98.4616,typical
3.3701122,98.452736,typical
3.3801126,98.54816,typical
3.3901129,98.46927,typical
3.4001133,98.591606,typical
3.4101136,98.44601,typical
3.420114,98.49775,typical
3.4301143,98.42215,typical
3.4401145,98.42883,typical
3.450115,98.437515,typical
3.4601152,98.55221,typical
3.4701157,98.631485,typical
3.480116,98.39024,typical
3.4901164,98.66609,typical
3.5001166,98.54027,typical
3.510117,98.55746,typical
3.5201173,98.5044,typical
3.5301175,98.39866,typical
3.540118,98.600914,typical
3.5501182,98.620834,typical
3.5601187,98.464264,typical
3.570119,98.407394,typical
3.5801194,98.51594,typical
3.5901196,98.48527,typical
3.60012,98.536964,typical
3.6101203,98.3937,typical
3.6201205,98.52096,typical
3.630121,98.48116,typical
3.6401212,98.69788,typical
3.6501217,98.670685,typical
3.660122,98.45411,typical
3.6701224,98.49572,typical
3.6801226,98.56948,typical
3.6901228,98.50766,typical
3.7001233,98.473816,typical
3.7101235,98.47628,typical
3.720124,98.601654,typical
3.7301242,98.49446,typical
3.7401247,98.59404,typical
3.750125,98.56125,typical
3.7601252,98.599884,typical
3.7701256,98.58944,typical
3.7801259,98.32629,typical
3.7901263,98.304665,typical
3.8001266,98.5252,typical
3.810127,98.5214,typical
3.8201272,98.5069,typical
3.8301277,98.38552,typical
3.840128,98.50432,typical
3.8501282,98.53041,typical
3.8601286,98.488754,typical
3.8701289,98.55475,typical
3.8801293,98.648994,typical
3.8901296,98.458496,typical
3.90013,98.53627,typical
3.9101303,98.53255,typical
3.9201307,98.54454,typical
3.930131,98.5014,typical
3.9401312,98.54603,typical
3.9501317,98.50451,typical
3.960132,98.59843,typical
3.9701324,98.56758,typical
3.9801326,98.6143,typical
3.990133,98.402664,typical
4.0001335,98.3982,typical
4.0101337,98.62011,typical
4.020134,98.38011,typical
4.030134,98.59825,typical
4.0401344,98.42976,typical
4.050135,98.51688,typical
4.0601354,98.59554,typical
4.0701356,98.39317,typical
4.080136,98.50139,typical
4.090136,98.55232,typical
4.1001368,98.467285,typical
4.110137,98.51178,typical
4.120137,98.584145,typical
4.1301374,98.56413,typical
4.140138,98.61226,typical
4.1501384,98.41618,typical
4.1601386,98.5783,typical
4.170139,98.34664,typical
4.180139,98.6335,typical
4.19014,98.417,typical
4.20014,98.53945,typical
4.21014,98.63941,typical
4.2201405,98.54111,typical
4.230141,98.58951,typical
4.2401414,98.56795,typical
4.2501416,98.4931,typical
4.260142,98.517914,typical
4.270142,98.44944,typical
4.280143,98.65625,typical
4.290143,98.50518,typical
4.3001432,98.63907,typical
4.3101435,98.41917,typical
4.3201437,98.46028,typical
4.3301444,98.510574,typical
4.3401446,98.64496,typical
4.350145,98.51896,typical
4.360145,98.48045,typical
4.370146,98.3677,typical
4.380146,98.388954,typical
4.3901463,98.3396,typical
4.4001465,98.4446,typical
4.4101467,98.44592,typical
4.4201474,98.57515,typical
4.4301476,98.338356,typical
4.440148,98.30198,typical
4.450148,98.39994,typical
4.460149,98.624565,typical
4.470149,98.50373,typical
4.4801493,98.5145,typical
4.4901495,98.66767,typical
4.5001497,98.352516,typical
4.5101504,98.58137,typical
4.5201507,98.47371,typical
4.530151,98.61527,typical
4.540151,98.517944,typical
4.550152,98.53653,typical
4.560152,98.355576,typical
4.5701523,98.34306,typical
4.5801525,98.43479,typical
4.5901527,98.475266,typical
4.6001534,98.548615,typical
4.6101537,98.52781,typical
4.620154,98.53126,typical
4.630154,98.51375,typical
4.640155,98.44606,typical
4.650155,98.37215,typical
4.6601553,98.49802,typical
4.6701555,98.413956,typical
4.6801558,98.76937,typical
4.6901565,98.453316,typical
4.7001567,98.4737,typical
4.710157,98.57899,typical
4.720157,98.553085,typical
4.7301574,98.64046,typical
4.740158,98.37289,typical
4.7501583,98.51464,typical
4.7601585,98.47941,typical
4.770159,98.64814,typical
4.7801595,98.55771,typical
4.7901597,98.63879,typical
4.80016,98.491295,typical
4.81016,98.44391,typical
4.8201604,98.43255,typical
4.830161,98.37704,typical
4.8401613,98.47501,typical
4.8501616,98.56965,typical
4.860162,98.55214,typical
4.8701625,98.55107,typical
4.8801627,98.59328,typical
4.890163,98.52189,typical
4.900163,98.488174,typical
4.9101634,98.59951,typical
4.920164,98.344696,typical
4.9301643,98.54697,typical
4.9401646,98.35885,typical
4.950165,98.5757,typical
4.960165,98.63246,typical
4.9701657,98.54717,typical
4.980166,98.638824,typical
4.990166,98.507675,typical
5.0001664,98.64389,typical
5.010167,98.42591,typical
5.0201674,98.66828,typical
5.0301676,98.43727,typical
5.040168,98.44684,typical
5.050168,98.62177,typical
5.0601687,98.54527,typical
5.070169,98.38545,typical
5.080169,98.65903,typical
5.0901694,98.45262,typical
5.10017,98.54904,typical
5.1101704,98.52842,typical
5.1201706,98.47636,typical
5.130171,98.2386,typical
5.140171,97.86469,typical
5.1501718,97.06673,typical
5.160172,96.986946,typical
5.170172,97.83841,typical
5.1801724,98.35632,typical
5.190173,98.435844,typical
5.2001734,98.333855,typical
5.2101736,98.36838,typical
5.220174,98.58871,typical
5.230174,98.42252,typical
5.240175,98.5761,typical
5.250175,98.44095,typical
5.260175,98.48327,typical
5.2701755,98.71353,typical
5.280176,98.202,typical
5.2901764,98.53743,typical
5.3001766,98.52533,typical
5.310177,98.49176,typical
5.320177,98.46512,typical
5.330178,98.419495,typical
5.340178,98.51487,typical
5.3501782,98.41573,typical
5.3601785,98.47934,typical
5.3701787,98.49289,typical
5.3801794,98.44719,typical
5.3901796,98.434814,typical
5.40018,98.48753,typical
5.41018,98.522255,typical
5.420181,98.59683,typical
5.430181,98.56064,typical
5.4401813,98.62896,typical
5.4501815,98.49003,typical
5.4601817,98.47419,typical
5.4701824,98.550125,typical
5.4801826,98.33292,typical
5.490183,98.34154,typical
5.500183,98.52465,typical
5.510184,98.60766,typical
5.520184,98.39112,typical
5.5301843,98.50089,typical
5.5401845,98.43822,typical
5.5501847,98.3456,typical
5.5601854,98.35389,typical
5.5701857,98.54603,typical
5.580186,98.498955,typical
5.590186,98.60577,typical
5.6001863,98.58904,typical
5.610187,98.475655,typical
5.6201873,98.381096,typical
5.6301875,98.35682,typical
5.6401877,98.732086,typical
5.6501884,98.39619,typical
5.6601887,98.58795,typical
5.670189,98.50192,typical
5.680189,98.49579,typical
5.6901894,98.49835,typical
5.70019,98.455574,typical
5.7101903,98.43102,typical
5.7201905,98.470276,typical
5.7301908,98.40489,typical
5.7401915,98.43042,typical
5.7501917,98.52025,typical
5.760192,98.65062,typical
5.770192,98.308014,typical
5.7801924,98.68656,typical
5.790193,98.46959,typical
5.8001933,98.53148,typical
5.8101935,98.44506,typical
5.820194,98.55234,typical
5.8301945,98.562386,typical
5.8401947,98.69331,typical
5.850195,98.38453,typical
5.860195,98.606384,typical
5.8701954,98.60484,typical
5.880196,98.65628,typical
5.8901963,98.45488,typical
5.9001966,98.70593,typical
5.910197,98.48003,typical
5.9201975,98.51621,typical
5.9301977,98.351654,typical
5.940198,98.42752,typical
5.950198,98.47933,typical
5.9601984,98.41052,typical
5.970199,98.577866,typical
5.9801993,98.330025,typical
5.9901996,98.298965,typical
6.0002,98.37951,typical
6.0102,98.411224,typical
6.0202007,98.44912,typical
6.030201,98.60483,typical
6.040201,98.63307,typical
6.0502014,98.322296,typical
6.060202,98.32322,typical
6.0702024,98.52838,typical
6.0802026,98.5402,typical
6.090203,98.5002,typical
6.100203,98.42026,typical
6.1102037,98.36155,typical
6.120204,98.51785,typical
6.130204,98.553505,typical
6.1402044,98.44553,typical
6.150205,98.65802,typical
6.1602054,98.43088,typical
6.1702056,98.49117,typical
6.180206,98.391945,typical
6.190206,98.66666,typical
6.2002068,98.45273,typical
6.210207,98.368225,typical
6.220207,98.61183,typical
6.2302074,98.51265,typical
6.2402077,98.70325,typical
6.2502084,98.447876,typical
6.2602086,98.58775,typical
6.270209,98.41131,typical
6.280209,98.61373,typical
6.29021,98.604774,typical
6.30021,98.365,typical
6.31021,98.353,typical
6.3202105,98.499565,typical
6.3302107,98.40353,typical
6.3402114,98.39044,typical
6.3502116,98.30795,typical
6.360212,98.52189,typical
6.370212,98.51509,typical
6.380213,98.502594,typical
6.390213,98.63459,typical
6.4002132,98.49474,typical
6.4102135,98.43999,typical
6.4202137,98.52826,typical
6.4302144,98.698586,typical
6.4402146,98.40169,typical
6.450215,98.492775,typical
6.460215,98.54701,typical
6.470216,98.60622,typical
6.480216,98.57452,typical
6.4902163,98.49817,typical
6.5002165,98.56419,typical
6.5102167,98.29959,typical
6.5202174,98.53226,typical
6.5302176,98.428185,typical
6.540218,98.454544,typical
6.550218,98.582924,typical
6.560219,98.379135,typical
6.570219,98.57875,typical
6.5802193,98.48374,typical
6.5902195,98.357506,typical
6.6002197,98.434845,typical
6.6102204,98.539986,typical
6.6202207,98.5874,typical
6.630221,98.702065,typical
6.640221,98.47788,typical
6.6502213,98.48563,typical
6.660222,98.72345,typical
6.6702223,98.60216,typical
6.6802225,98.55918,typical
6.6902227,98.44514,typical
6.7002234,98.524025,typical
6.7102237,98.544685,typical
6.720224,98.56414,typical
6.730224,98.45793,typical
6.7402244,98.62392,typical
6.750225,98.39689,typical
6.7602253,98.42568,typical
6.7702255,98.46304,typical
6.7802258,98.632034,typical
6.7902265,98.43717,typical
6.8002267,98.515076,typical
6.810227,98.597755,typical
6.820227,98.38609,typical
6.8302274,98.52695,typical
6.840228,98.48659,typical
6.8502283,98.52198,typical
6.8602285,98.42268,typical
6.870229,98.29782,typical
6.880229,98.62695,typical
6.8902297,98.54515,typical
6.90023,98.38816,typical
6.91023,98.57743,typical
6.9202304,98.45827,typical
6.930231,98.51985,typical
6.9402313,98.47673,typical
6.9502316,98.63729,typical
6.960232,98.52401,typical
6.970232,98.53715,typical
6.9802327,98.43692,typical
6.990233,98.43231,typical
7.000233,98.36554,typical
7.0102334,98.57819,typical
7.020234,98.513954,typical
7.0302343,98.41327,typical
7.0402346,98.5525,typical
7.050235,98.31137,typical
7.060235,98.2902,typical
7.0702357,98.56252,typical
7.080236,98.51261,typical
7.090236,98.49217,typical
7.1002364,98.49886,typical
7.110237,98.35374,typical
7.1202374,98.62134,typical
7.1302376,98.66543,typical
7.140238,98.44678,typical
7.150238,98.440056,typical
7.1602387,98.72124,typical
7.170239,98.351234,typical
7.180239,98.38136,typical
7.1902394,98.52167,typical
7.20024,98.5634,typical
7.2102404,98.49002,typical
7.2202406,98.545715,typical
7.230241,98.55045,typical
7.240241,98.55556,typical
7.2502418,98.4496,typical
7.260242,98.48745,typical
7.270242,98.55092,typical
7.2802424,98.44406,typical
7.2902427,98.52395,typical
7.3002434,98.45748,typical
7.3102436,98.501434,typical
7.320244,98.417015,typical
7.330244,98.53026,typical
7.340245,98.20974,typical
7.350245,98.57271,typical
7.360245,98.52385,typical
7.3702455,98.39012,typical
7.3802457,98.36905,typical
7.3902464,98.38706,typical
7.4002466,98.5007,typical
7.410247,98.45789,typical
7.420247,98.551,typical
7.430248,98.75643,typical
7.440248,98.432,typical
7.4502482,98.66776,typical
7.4602485,98.44749,typical
7.4702487,98.53641,typical
7.4802494,98.48951,typical
7.4902496,98.40497,typical
7.50025,98.59787,typical
7.51025,98.576164,typical
7.5202503,98.321434,typical
7.530251,98.58196,typical
7.5402513,98.22285,typical
7.5502515,98.46669,typical
7.5602517,98.387794,typical
7.5702524,98.342804,typical
7.5802526,98.47558,typical
7.590253,98.4401,typical
7.600253,98.494736,typical
7.6102533,98.33701,typical
7.620254,98.62608,typical
7.6302543,98.66378,typical
7.6402545,98.52732,typical
7.6502547,98.415184,typical
7.6602554,98.53812,typical
7.6702557,98.59968,typical
7.680256,98.465034,typical
7.690256,98.640274,typical
7.7002563,98.5615,typical
7.710257,98.49986,typical
7.7202573,98.42757,typical
7.7302575,98.64787,typical
7.7402577,98.43114,typical
7.7502584,98.278786,typical
7.7602587,98.620605,typical
7.770259,98.49477,typical
7.780259,98.60337,typical
7.7902594,98.42049,typical
7.80026,98.68427,typical
7.8102603,98.45675,typical
7.8202605,98.44381,typical
7.8302608,98.47816,typical
7.8402615,98.48491,typical
7.8502617,98.60749,typical
7.860262,98.40176,typical
7.870262,98.57312,typical
7.8802624,98.32241,typical
7.890263,98.51727,typical
7.9002633,98.45167,typical
7.9102635,98.46322,typical
7.920264,98.48621,typical
7.930264,98.50986,typical
7.9402647,98.59562,typical
7.950265,98.67559,typical
7.960265,98.41468,typical
7.9702654,98.546776,typical
7.980266,98.41969,typical
7.9902663,98.583115,typical
8.000267,98.46988,typical
8.010267,98.407166,typical
8.0202675,98.63034,typical
8.030268,98.41991,typical
8.040268,98.47772,typical
8.050268,98.35128,typical
8.060268,98.361626,typical
8.070269,98.49573,typical
8.080269,98.421,typical
8.090269,98.71301,typical
8.10027,98.651115,typical
8.1102705,98.4868,typical
8.120271,98.34782,typical
8.130271,98.28286,typical
8.140271,98.26134,typical
8.150271,98.52033,typical
8.160272,98.337845,typical
8.170272,98.39281,typical
8.180272,98.4848,typical
8.190273,98.56537,typical
8.2002735,98.62804,typical
8.210274,98.501076,typical
8.220274,98.48426,typical
8.230274,98.56305,typical
8.240274,98.394936,typical
8.250275,98.46722,typical
8.260275,98.59329,typical
8.270275,98.417885,typical
8.280276,98.65972,typical
8.290277,98.45514,typical
8.300277,98.6749,typical
8.310277,98.45446,typical
8.320277,98.43626,typical
8.330277,98.570244,typical
8.340278,98.62357,typical
8.350278,98.537445,typical
8.360278,98.39255,typical
8.370279,98.427025,typical
8.38028,98.425064,typical
8.39028,98.50434,typical
8.40028,98.408424,typical
8.41028,98.42571,typical
8.42028,98.48069,typical
8.430281,98.5544,typical
8.440281,98.43315,typical
8.450281,98.51211,typical
8.460282,98.51438,typical
8.470283,98.50614,typical
8.480283,98.53204,typical
8.490283,98.421486,typical
8.500283,98.57175,typical
8.510283,98.52155,typical
8.520284,98.63011,typical
8.530284,98.47711,typical
8.540284,98.48006,typical
8.550285,98.63414,typical
8.560286,98.64946,typical
8.570286,98.59339,typical
8.580286,98.499886,typical
8.590286,98.441635,typical
8.6002865,98.52519,typical
8.610287,98.50378,typical
8.620287,98.52945,typical
8.630287,98.51755,typical
8.640287,98.53708,typical
8.650289,98.44704,typical
8.660289,98.685616,typical
8.670289,98.46366,typical
8.680289,98.40777,typical
8.6902895,98.47697,typical
8.70029,98.51031,typical
8.71029,98.31046,typical
8.72029,98.847336,typical
8.73029,98.57801,typical
8.740292,98.37377,typical
8.750292,98.56794,typical
8.760292,98.407364,typical
8.770292,98.427216,typical
8.7802925,98.50308,typical
8.790293,98.53557,typical
8.800293,98.51908,typical
8.810293,98.513535,typical
8.820293,98.27464,typical
8.830295,98.578674,typical
8.840295,98.615364,typical
8.850295,98.599014,typical
8.860295,98.49967,typical
8.870296,98.66398,typical
8.880296,98.53921,typical
8.890296,98.47723,typical
8.900296,98.415054,typical
8.910296,98.423775,typical
8.920298,98.610146,typical
8.930298,98.61502,typical
8.940298,98.41063,typical
8.950298,98.51821,typical
8.960299,98.43114,typical
8.970299,98.670334,typical
8.980299,98.51644,typical
8.990299,98.52837,typical
9.000299,98.487785,typical
9.010301,98.40183,typical
9.020301,98.53265,typical
9.030301,98.6696,typical
9.040301,98.42413,typical
9.050302,98.591,typical
9.060302,98.5421,typical
9.070302,98.567474,typical
9.080302,98.27954,typical
9.090302,98.626976,typical
9.100304,98.66484,typical
9.110304,98.556984,typical
9.120304,98.56628,typical
9.130304,98.604996,typical
9.140305,98.69826,typical
9.150305,98.44143,typical
9.160305,98.37943,typical
9.170305,98.37093,typical
9.1803055,98.563034,typical
9.190307,98.44253,typical
9.200307,98.295334,typical
9.210307,98.37989,typical
9.220307,98.319786,typical
9.230308,98.394196,typical
9.240308,98.331154,typical
9.250308,98.64571,typical
9.260308,98.41215,typical
9.2703085,98.42109,typical
9.28031,98.575,typical
9.29031,98.38699,typical
9.30031,98.60602,typical
9.31031,98.66107,typical
9.320311,98.5503,typical
9.330311,98.51168,typical
9.340311,98.47468,typical
9.350311,98.23762,typical
9.3603115,98.73622,typical
9.370312,98.57289,typical
9.380313,98.440506,typical
9.390313,98.35965,typical
9.400313,98.4947,typical
9.410314,98.35291,typical
9.420314,98.377,typical
9.430314,98.45043,typical
9.440314,98.48411,typical
9.4503145,98.52745,typical
9.460315,98.4216,typical
9.470316,98.34542,typical
9.480316,98.53206,typical
9.490316,98.38904,typical
9.500317,98.50791,typical
9.510317,98.4176,typical
9.520317,98.27604,typical
9.530317,98.46733,typical
9.540318,98.65849,typical
9.550318,98.42626,typical
9.560319,98.42877,typical
9.570319,98.50315,typical
9.580319,98.512054,typical
9.59032,98.49034,typical
9.60032,98.636444,typical
9.61032,98.36771,typical
9.62032,98.616356,typical
9.630321,98.308754,typical
9.640321,98.53447,typical
9.650322,98.55375,typical
9.660322,98.50214,typical
9.670322,98.36183,typical
9.680323,98.46903,typical
9.690323,98.32616,typical
9.700323,98.63552,typical
9.710323,98.52932,typical
9.720324,98.534546,typical
9.730324,98.56972,typical
9.740325,98.3532,typical
9.750325,98.531906,typical
9.760325,98.529396,typical
9.770326,98.45067,typical
9.780326,98.57407,typical
9.790326,98.46388,typical
9.800326,98.686485,typical
9.810327,98.552025,typical
9.820327,98.538895,typical
9.830328,98.367516,typical
9.840328,98.5166,typical
9.850328,98.54418,typical
9.860329,98.60078,typical
9.870329,98.42637,typical
9.880329,98.50655,typical
9.890329,98.408394,typical
9.90033,98.45265,typical
9.91033,98.41307,typical
9.92033,98.44315,typical
9.930331,98.52912,typical
9.940331,98.55034,typical
9.950332,98.302315,typical
9.960332,98.30116,typical
9.970332,98.54252,typical
9.980332,98.426285,typical
9.990333,98.58838,typical
10.000333,98.44854,typical
10.010333,98.51611,typical
10.020334,98.419624,typical
10.030334,98.37593,typical
10.040335,98.57891,typical
10.050335,98.316696,typical
10.060335,98.61045,typical
10.070335,98.42848,typical
10.080336,98.41296,typical
10.090336,98.36954,typical
10.100336,98.417595,typical
10.110337,98.44841,typical
10.1203375,98.60639,typical
10.130338,98.48156,typical
10.140338,98.5394,typical
10.150338,98.40699,typical
10.160338,98.51246,typical
10.170339,98.54351,typical
10.180339,98.487366,typical
10.190339,98.46301,typical
10.20034,98.53814,typical
10.2103405,98.36431,typical
10.220341,98.55709,typical
10.230341,98.542114,typical
10.240341,98.4162,typical
10.250341,98.74293,typical
10.260342,98.40454,typical
10.270342,98.35753,typical
10.280342,98.588585,typical
10.290343,98.30571,typical
10.3003435,98.75761,typical
10.310344,98.50789,typical
10.320344,98.50262,typical
10.330344,98.30857,typical
10.340344,98.56462,typical
