Time_Seconds,Accel_X,Accel_Y,Accel_Z,Stress_Label
0.78002596,0.0016315011,0.0029912558,1.0090814,typical
0.7900263,0.031010147,0.03133328,1.0211157,typical
0.80002666,0.0021838972,0.008646616,1.0054153,typical
0.810027,-0.0036256923,0.007277455,1.0096579,typical
0.82002735,0.0038176007,0.010853991,1.0122528,typical
0.83002764,0.02873531,-0.00048299087,1.0059291,typical
0.840028,0.017180895,0.005793079,1.0254918,typical
0.85002834,0.0053833793,0.0048467945,1.0238607,typical
0.8600286,-0.0038709366,0.0057683904,1.0071697,typical
0.870029,0.014991362,-0.0021425486,0.99656767,typical
0.8800293,-0.0005908641,-0.0068320655,0.9946158,typical
0.89002967,0.000304576,0.025314683,1.0064824,typical
0.90003,0.006596649,0.0004545655,1.0000602,typical
0.9100303,0.009717013,0.029708423,1.0085986,typical
0.92003065,0.010414999,0.01588199,1.0348579,typical
0.930031,-0.0058720247,0.01916153,1.0124284,typical
0.9400313,0.01265901,0.0017069413,1.0190431,typical
0.95003164,0.014160959,0.0076039135,1.0129232,typical
0.960032,0.001653502,-0.0069647487,1.0186418,typical
0.97003233,0.007622987,0.005256059,0.9973203,typical
0.9800327,-0.0032587727,-0.0048522037,1.0055023,typical
0.990033,0.01579067,-0.006605264,1.0100224,typical
1.0000334,0.0059355795,-0.004770531,1.0057213,typical
1.0100336,0.02208583,-0.0014445251,0.9788288,typical
1.020034,-0.0075697964,0.0014688431,0.9957194,typical
1.0300343,-0.0019219923,0.002136894,1.0148526,typical
1.0400347,0.00021761516,0.006015658,1.0305163,typical
1.050035,0.008295815,-0.0029640235,0.9997595,typical
1.0600353,-0.005876875,-0.00094893714,1.0093949,typical
1.0700357,0.009909935,-0.0029679858,1.0290679,typical
1.0800359,0.01749739,0.0071489536,1.0127155,typical
1.0900363,0.012191281,-0.0037589385,0.9984745,typical
1.1000366,0.01004917,0.019124143,0.9906057,typical
1.110037,0.014406769,0.02011503,1.0045321,typical
1.1200373,0.008702713,0.00766665,0.9976671,typical
1.1300377,0.009455468,0.017999165,0.99701035,typical
1.140038,-0.006234559,-0.0072673904,1.0054921,typical
1.1500384,0.005456681,0.008050303,1.0022656,typical
1.1600387,0.017168226,-0.009425199,1.0036442,typical
1.1700389,0.010305753,0.0110039245,1.0096323,typical
1.1800393,0.0044176276,0.009850401,1.0109917,typical
1.1900396,0.020879054,-0.011973975,0.9958315,typical
1.20004,-0.022659125,0.0082381945,1.013277,typical
1.2100403,0.0043050726,0.012183128,1.0119176,typical
1.2200407,0.0039544227,0.008175751,1.0202653,typical
1.230041,0.018277625,0.0041303257,1.0091387,typical
1.2400413,0.010676034,-0.0071345656,1.0169415,typical
1.2500416,0.0014224448,-0.0018110508,1.0035393,typical
1.260042,0.0063827243,0.00013173092,0.99392295,typical
1.2700423,0.007863435,0.010714487,1.0196816,typical
1.2800426,0.017740078,0.00031993748,1.013872,typical
1.290043,0.013255746,0.011184057,1.0139943,typical
1.3000433,0.019874021,0.0048151813,0.9987553,typical
1.3100437,0.0047166715,-0.0003906833,1.000188,typical
1.320044,0.008169309,-0.007023099,1.0058028,typical
1.3300443,0.013058645,0.0131342355,1.0078667,typical
1.3400446,0.0038487166,-0.003719145,1.0118515,typical
1.350045,-0.010303389,0.01775367,1.0185721,typical
1.3600453,-0.0074499315,-0.0022860188,1.0123347,typical
1.3700457,-0.014716396,0.00025350414,0.99871564,typical
1.380046,0.025372755,0.00055382936,1.0125803,typical
1.3900464,-8.0001075e-05,-0.0032610418,1.0092055,typical
1.4000466,0.00075783883,-0.019742608,0.9916803,typical
1.4100469,-0.009848423,0.0032436615,1.0028204,typical
1.4200473,0.014277384,0.0005795413,1.0097545,typical
1.4300476,0.0138841625,0.0040143393,0.98844814,typical
1.440048,-0.006450085,0.005776737,1.0031229,typical
1.4500483,0.002319391,0.010211974,0.9939861,typical
1.4600487,0.002505457,0.013952587,1.0152345,typical
1.470049,0.018439932,0.0053549055,0.9910335,typical
1.4800494,-0.0014204546,0.0018296358,1.0290967,typical
1.4900496,-0.0020819595,0.012791466,1.0069795,typical
1.50005,0.011499576,-0.011394922,0.9935019,typical
1.5100503,0.0060199704,0.0029357583,0.99370974,typical
1.5200506,-0.004700526,-0.0022101118,1.009889,typical
1.530051,-0.002912975,0.0019637449,0.9950753,typical
1.5400513,0.009174936,0.0069195195,0.99784774,typical
1.5500517,0.010801254,0.017094018,0.9727832,typical
1.5600519,0.006022269,-0.009778302,0.9968827,typical
1.5700523,0.005480903,0.006082898,1.0085996,typical
1.5800526,0.009129586,0.0091577675,0.9953259,typical
1.590053,0.014118391,0.0071603376,0.9821533,typical
1.6000533,0.014811724,0.014955436,0.9911427,typical
1.6100537,0.017269997,-0.005126942,1.0013485,typical
1.620054,0.0069273086,0.010830818,1.0002486,typical
1.6300544,0.0118155,0.008246655,1.0160866,typical
1.6400547,-0.004867828,0.0089159645,1.0111022,typical
1.6500549,-0.010329993,0.015115799,1.0078666,typical
1.6600553,0.011565454,0.0057077687,1.0016031,typical
1.6700556,0.0053593987,0.006138752,0.9876417,typical
1.680056,0.015822506,0.00095629087,1.0118697,typical
1.6900563,0.00449589,-0.0010160068,0.9994398,typical
1.7000567,-0.0013522324,0.009424309,0.9969788,typical
1.710057,0.0065361555,0.009227332,1.0064638,typical
1.7200572,-0.01010067,0.0032114158,0.9999876,typical
1.7300576,0.004528865,-0.0128135765,0.99810344,typical
1.740058,0.0059274365,0.015673954,0.99132943,typical
1.7500583,0.008267115,0.009536339,1.0101396,typical
1.7600586,0.0014600744,0.0057415394,1.0069554,typical
1.770059,0.02605706,0.016674735,0.9946818,typical
1.7800593,0.020256925,0.008323979,1.0022169,typical
1.7900597,0.014325431,-0.00627674,1.0126783,typical
1.80006,-0.019283116,0.006609426,1.016062,typical
1.8100603,0.022585751,0.0013870797,1.0103468,typical
1.8200606,0.009099994,0.0009213302,1.0102938,typical
1.830061,0.021500947,0.0110277105,1.0000148,typical
1.8400613,0.0025862425,-0.008644901,1.0070426,typical
1.8500617,0.002867562,0.007409312,1.0048481,typical
1.860062,0.0022362736,-0.0029062657,1.0221294,typical
1.8700624,0.007111082,0.012661297,0.9953636,typical
1.8800626,-0.007269182,-0.0011086143,0.9991129,typical
1.8900629,0.0046246843,0.0029674305,1.0016824,typical
1.9000633,-0.026187079,0.002100206,1.0013082,typical
1.9100636,0.0016164307,-0.016458074,1.0137324,typical
1.920064,-0.0071227583,-0.002054012,0.9961201,typical
1.9300643,-0.0014618458,0.0064305235,1.0105995,typical
1.9400647,-1.348136e-05,0.014202891,1.0098727,typical
1.950065,0.026457872,0.017509453,1.009218,typical
1.9600654,0.013394792,-0.0043781507,1.0123614,typical
1.9700656,-0.022047762,0.0082139615,1.0124346,typical
1.980066,0.015933976,0.0013638339,0.99499434,typical
1.9900663,-0.0059852386,-0.015289246,1.010085,typical
2.0000668,0.008508805,0.0037129868,1.0152607,typical
2.010067,-0.0013809116,0.0074774884,0.981993,typical
2.0200672,0.0070657954,-0.009445245,1.0183424,typical
2.0300677,0.019755626,0.0047045113,1.0226828,typical
2.040068,0.009550834,0.004374018,1.0134974,typical
2.0500684,-0.009334793,-0.0028160457,0.99785286,typical
2.0600686,-0.0031518503,-0.0010207547,1.0113401,typical
2.070069,-0.0021314146,0.011225052,1.0102737,typical
2.0800693,0.01436496,-0.01221268,0.9972137,typical
2.0900695,-0.017729897,0.019512229,1.0081421,typical
2.10007,-0.0023367107,-0.0021245787,1.0130556,typical
2.1100702,-0.0029678545,-0.0075626383,1.0093526,typical
2.1200707,-0.011265358,0.006600078,1.013074,typical
2.130071,0.003749142,0.019276805,1.0008886,typical
2.1400714,-0.015508253,-0.0051944098,1.0131997,typical
2.1500716,-0.0030015018,0.004911372,0.99912626,typical
2.1600718,0.01755229,-0.0041641635,1.0039054,typical
2.1700723,-0.010669607,0.0019937293,1.0117452,typical
2.1800725,0.008224077,0.011273856,0.99848133,typical
2.190073,-0.00017188909,-0.016211566,1.0130469,typical
2.2000732,0.0129820015,0.0024879393,0.9847842,typical
2.2100737,0.012548501,0.007436583,1.0047462,typical
2.220074,-0.0016558086,0.00088423444,1.0031599,typical
2.2300744,0.012940408,0.006781487,1.0121609,typical
2.2400746,-0.0037524374,0.00034676166,0.99692255,typical
2.2500749,0.0143258665,0.018187378,1.0152856,typical
2.2600753,0.0014776443,-0.0014846269,0.99667084,typical
2.2700756,0.012797525,0.0018169896,0.9991029,typical
2.280076,0.00950424,0.0050300146,0.99914485,typical
2.2900763,0.0070433985,0.028099518,1.0166296,typical
2.3000767,0.013592729,-0.0054572104,1.0079371,typical
2.310077,0.0004018508,0.0035884208,0.9753317,typical
2.3200774,0.008003156,-0.0018225363,1.0113636,typical
2.3300776,0.0012992658,0.020421863,1.019068,typical
2.3400779,0.0035716014,0.01553926,1.0081493,typical
2.3500783,-0.0034763734,-0.02335906,0.9960725,typical
2.3600786,0.0069593787,-0.012254354,1.0024298,typical
2.370079,-0.0035820147,-0.020321913,0.99440485,typical
2.3800793,0.025757104,0.0077516455,1.0096625,typical
2.3900797,0.0024179164,0.015430706,1.007627,typical
2.40008,0.0053590443,0.009325525,0.99249524,typical
2.4100802,-0.0056628925,0.006894202,0.9969186,typical
2.4200807,-0.0016873749,0.010250052,1.0122578,typical
2.430081,0.0051502385,-0.0021186513,0.99840766,typical
2.4400814,0.017261438,0.007012738,0.9965668,typical
2.4500816,0.009165185,0.0037934063,1.0049614,typical
2.460082,0.00096971355,0.014452357,1.0021262,typical
2.4700823,-0.0014835508,0.009904962,1.00252,typical
2.4800825,0.002015603,0.010347452,1.0108298,typical
2.490083,0.007147613,0.0025371131,1.023344,typical
2.5000832,-0.0027545039,0.016364122,1.0076083,typical
2.5100837,-0.006565793,0.009034072,1.0038956,typical
2.520084,0.014595062,0.0007530451,0.9963078,typical
2.5300844,0.00044556335,0.0048688706,1.0049428,typical
2.5400846,-0.0044232993,0.020060796,0.99953526,typical
2.550085,-0.013447976,0.014859457,1.0022794,typical
2.5600853,0.015739698,-0.0021503652,0.9964178,typical
2.5700855,0.010101097,-0.0016583204,1.0008175,typical
2.580086,0.024594214,0.0038688744,1.0094382,typical
2.5900862,0.024566686,0.006957027,0.98336416,typical
2.6000867,-0.0014584158,-0.0006662747,1.0086948,typical
2.610087,-0.009906495,0.007344015,1.0078127,typical
2.6200874,0.005650812,0.015877608,0.99970216,typical
2.6300876,0.0022744148,0.0071289022,1.005542,typical
2.640088,0.0075911763,0.009251161,1.0045636,typical
2.6500883,0.012337914,-0.003425084,1.0081773,typical
2.6600885,0.0019413475,0.011674703,1.0029926,typical
2.670089,0.00466399,-0.0024094195,0.99994576,typical
2.6800892,0.005326988,-0.0030392706,1.0164721,typical
2.6900897,0.02596027,0.0067913677,0.99280506,typical
2.70009,-0.009819428,0.009883033,1.0089164,typical
2.7100904,-0.0020226398,0.0045758374,1.0007709,typical
2.7200906,0.0067256745,0.0055712922,1.0005496,typical
2.7300909,0.0053056343,0.0048585115,1.0002506,typical
2.7400913,0.010182798,-0.010335978,1.0105071,typical
2.7500916,0.003986129,0.03345629,1.0113347,typical
2.760092,-0.012890523,-0.004536294,1.0151906,typical
2.7700922,0.017515093,0.0011225513,1.018596,typical
2.7800927,0.0036109686,-0.0058913096,0.9931387,typical
2.790093,-0.0018851734,-0.0076050055,0.9856861,typical
2.8000932,-0.004949521,0.01188991,1.0029407,typical
2.8100936,0.006655655,0.001842346,0.9905545,typical
2.8200939,0.014791865,-0.013201513,0.99891675,typical
2.8300943,0.011051372,-0.017748462,1.0192863,typical
2.8400946,0.008980695,0.0028200839,1.0088452,typical
2.850095,0.0065113576,0.005847442,1.0050162,typical
2.8600953,-0.0032627415,-0.0057120947,1.0135114,typical
2.8700957,0.011707399,-0.00034073787,1.0057563,typical
2.880096,0.003688338,0.0061566224,1.0151478,typical
2.8900962,-0.004660492,-0.0003300761,1.0032,typical
2.9000967,0.0032097357,-0.0010271566,1.0092887,typical
2.910097,0.0028949399,-0.0006414349,0.9948318,typical
2.9200974,0.008732029,-0.011137513,0.998229,typical
2.9300976,-0.0096444,0.0065199947,1.0081402,typical
2.940098,0.012131782,0.007878262,1.0192924,typical
2.9500983,0.014519986,0.0016703387,1.0095272,typical
2.9600987,0.023944166,0.0015636561,0.9965382,typical
2.970099,0.011964236,0.008637436,1.0138168,typical
2.9800992,-0.0029502562,0.012503916,0.99712193,typical
2.9900997,0.003625433,0.0072998935,0.9870346,typical
3.0001,0.023739954,0.0027717405,1.0239433,typical
3.0101004,0.00263209,-0.0049534063,1.0057462,typical
3.0201006,0.0070028314,0.0024192287,0.9870578,typical
3.030101,0.0056032734,0.02000104,1.0189751,typical
3.0401013,-0.0065611084,0.0048222207,1.0011674,typical
3.0501015,0.0042369002,-0.0038515003,1.0035274,typical
3.060102,-0.0025579259,0.005829656,0.9891803,typical
3.0701022,-0.0066213813,0.020813983,1.0079923,typical
3.0801027,0.002491989,0.0075712204,0.99968827,typical
3.090103,0.0056373025,0.006988655,1.0222528,typical
3.1001034,-0.008334117,-0.007457358,1.0158607,typical
3.1101036,0.0031634844,0.0056655407,0.99265385,typical
3.1201038,0.014263043,0.010014064,0.9796101,typical
3.1301043,-0.019794205,-0.0034382194,1.0088573,typical
3.1401045,0.010871163,0.0015020063,0.98507607,typical
3.150105,0.0048879986,-0.011622506,1.001466,typical
3.1601052,-0.008396612,0.0029336684,0.9804942,typical
3.1701057,-0.0066294195,-0.004291632,1.0097961,typical
3.180106,0.0075199567,0.015452644,0.9808005,typical
3.1901064,-0.0010828269,-0.003472291,1.0008886,typical
3.2001066,-0.0010434208,-0.0021707225,1.0060011,typical
3.2101068,0.015483,-0.0055451286,1.004231,typical
3.2201073,0.010456484,0.017278055,1.0082453,typical
3.2301075,-0.0057474184,-0.010727299,1.0137726,typical
3.240108,-0.007888857,-0.00684083,1.0037911,typical
3.2501082,-0.00052761985,0.00024780864,1.0135926,typical
3.2601087,-0.0013011526,-0.0081579685,1.0082952,typical
3.270109,0.008293142,0.0031554895,0.99241984,typical
3.2801094,-0.013429904,-0.0074630463,1.0028268,typical
3.2901096,0.0012312995,-0.004038399,1.0010306,typical
3.3001099,0.009478664,0.0053035077,0.99484223,typical
3.3101103,-0.00081232004,0.009940358,1.0149151,typical
3.3201106,0.0085615795,-0.0040063425,0.9996765,typical
3.330111,0.00019921176,0.0020685515,0.9980119,typical
3.3401113,0.013110159,0.008459227,0.9993328,typical
3.3501117,0.006947861,0.0040521184,0.9855056,typical
3.360112,0.012734165,-0.010497928,1.0008434,typical
3.3701122,0.006675772,0.00086520077,0.9868152,typical
3.3801126,0.0019501271,-0.014628404,0.99703234,typical
3.3901129,-0.00034558866,0.017079905,0.9835561,typical
3.4001133,0.0006487258,-0.0054216525,1.0214236,typical
3.4101136,0.0057529723,0.010663895,1.0092605,typical
3.420114,-0.012451092,-0.013071502,0.9926158,typical
3.4301143,0.004593029,-0.010782311,0.97783643,typical
3.4401145,-0.0026353612,0.00506557,1.0072843,typical
3.450115,0.009836368,0.01510229,1.0025069,typical
3.4601152,0.01286795,0.011572801,1.0017068,typical
3.4701157,0.022398327,-0.018898796,1.003757,typical
3.480116,-0.00041413307,-0.009975007,1.0205826,typical
3.4901164,0.006509573,0.0019156267,1.0028111,typical
3.5001166,0.003413632,0.006532959,1.0027564,typical
3.510117,0.018592048,-0.0003732741,1.0184076,typical
3.5201173,0.0031697173,-0.0022953106,0.9883568,typical
3.5301175,0.010537514,0.016279772,0.9983297,typical
3.540118,-0.0023332462,-0.008845607,0.99404585,typical
3.5501182,0.0055643115,0.003145326,1.0090376,typical
3.5601187,0.008340113,-0.0042170454,0.9929447,typical
3.570119,0.006880503,0.0012838717,0.9915372,typical
3.5801194,0.01786424,-0.015517969,1.0053512,typical
3.5901196,-0.005006523,-0.002822759,0.9959442,typical
3.60012,-0.009785607,-0.00920362,1.0082717,typical
3.6101203,-0.011051896,-0.0023945044,1.0123986,typical
3.6201205,0.010472607,-0.007813189,0.9903553,typical
3.630121,-0.0029908638,0.015642948,1.0120684,typical
3.6401212,0.0053620813,-0.002731339,0.9926177,typical
3.6501217,-0.011589026,0.021914262,1.0205969,typical
3.660122,0.004400596,-0.009497921,0.99581677,typical
3.6701224,0.025395028,-0.008008789,0.99583906,typical
3.6801226,0.008305442,-0.0015373877,0.99995536,typical
3.6901228,-0.004762506,-0.0042398614,1.0022547,typical
3.7001233,0.0032970477,0.02548951,0.99858505,typical
3.7101235,-0.008868361,0.011848391,0.99647903,typical
3.720124,-0.008111788,0.008057462,1.0070015,typical
3.7301242,0.0070196968,0.01614159,0.99457335,typical
3.7401247,0.023156863,-0.0022360887,0.99924684,typical
3.750125,0.0025521703,-0.008366574,1.0051252,typical
3.7601252,0.0067428295,0.015412303,1.0008296,typical
3.7701256,-0.010473058,-0.004218817,1.0161214,typical
3.7801259,-0.009462787,-0.0004889346,1.0119889,typical
3.7901263,0.0063936254,0.012678867,1.0052037,typical
3.8001266,0.031661157,0.012626113,1.0024046,typical
3.810127,0.0016660867,0.005515789,1.0024042,typical
3.8201272,-0.012643062,0.0037811268,0.99984413,typical
3.8301277,0.011170173,0.0067417608,0.99951565,typical
3.840128,0.022135168,0.0074452646,1.0228052,typical
3.8501282,-0.005019867,-0.008722061,1.0039912,typical
3.8601286,-0.009308336,0.00018889178,1.0081459,typical
3.8701289,0.017540833,-0.002286051,1.0030494,typical
3.8801293,0.0061784945,-0.0032308958,1.0032667,typical
3.8901296,0.024779066,0.027794143,0.99001646,typical
3.90013,-0.00011713384,-0.008780323,1.00697,typical
3.9101303,0.0125020845,-0.015486568,1.0159734,typical
3.9201307,0.0022160532,-0.02270217,1.0235606,typical
3.930131,-0.0030308631,0.004776448,1.002193,typical
3.9401312,-0.000164052,-0.0021156915,0.97969776,typical
3.9501317,0.0077418946,-0.018319268,0.9996433,typical
3.960132,0.0006266141,-0.020197064,0.99914134,typical
3.9701324,-0.00015194109,-0.00032985723,1.0136684,typical
3.9801326,0.017961996,0.013561565,0.9985665,typical
3.990133,0.0108185215,0.00532485,1.0048866,typical
4.0001335,-0.0046324427,-0.0011604661,1.0085406,typical
4.0101337,0.010224629,0.016268875,1.0099772,typical
4.020134,-0.00018123677,0.0020836229,0.9887276,typical
4.030134,0.005587391,0.0034448532,1.0097996,typical
4.0401344,0.00050767185,-0.0047368906,1.0093831,typical
4.050135,-0.00237878,0.0034410695,0.99651146,typical
4.0601354,0.007513744,0.008565092,0.99722517,typical
4.0701356,0.011141169,-0.0023996066,1.0006933,typical
4.080136,0.008850995,0.009138869,1.0107942,typical
4.090136,0.013112286,0.002697333,1.012911,typical
4.1001368,0.01004432,-0.009148588,1.0134764,typical
4.110137,0.0026557497,-0.006095378,0.9945795,typical
4.120137,0.010733135,0.0108779725,1.005855,typical
4.1301374,0.0101355,0.0024565512,0.99542516,typical
4.140138,-0.004755463,-0.004548445,1.0264727,typical
4.1501384,0.0049709757,0.014804385,1.0049766,typical
4.1601386,-0.0028627026,-0.0024524527,1.012483,typical
4.170139,0.02889187,0.013773873,0.9836118,typical
4.180139,0.002154119,-0.0024249628,1.0026679,typical
4.19014,0.017393421,0.02187635,1.0024638,typical
4.20014,0.01819712,0.01247079,1.0181494,typical
4.21014,-0.0075670737,0.0016190556,1.0282135,typical
4.2201405,-0.003733343,0.007136057,0.99943525,typical
4.230141,0.0039030367,0.017278062,1.0154235,typical
4.2401414,-0.008516437,0.0023708404,1.0090463,typical
4.2501416,0.014232058,-2.812827e-05,1.0146813,typical
4.260142,-0.014582434,-0.005392202,1.0034771,typical
4.270142,-0.0047580386,0.023853824,0.99819857,typical
4.280143,1.8841658,3.8124254,4.9421377,typical
4.290143,1.8947886,3.8082302,4.951756,typical
4.3001432,0.00073529035,0.0029536611,0.9948926,typical
4.3101435,0.011837488,0.027486838,0.9951303,typical
4.3201437,0.0083296355,-0.0021812534,0.985327,typical
4.3301444,-0.006659963,0.008906364,1.0060804,typical
4.3401446,-0.00019469718,-0.0032542562,0.9895187,typical
4.350145,0.014704712,-0.0019494141,1.0072769,typical
4.360145,-0.0010978817,0.0005831027,0.9971434,typical
4.370146,0.007568931,0.026310043,1.0145788,typical
4.380146,0.016207272,0.0049026487,1.0113684,typical
4.3901463,0.013752388,0.02237595,0.99413335,typical
4.4001465,0.009080323,0.0054673054,0.9883109,typical
4.4101467,0.009090614,0.009500576,1.0041279,typical
4.4201474,-0.013560171,0.00087531423,1.0005274,typical
4.4301476,0.009445631,-0.003123276,0.9919553,typical
4.440148,-0.0016132523,-0.010614835,0.99673253,typical
4.450148,0.0029698673,0.0032827402,1.0072752,typical
4.460149,0.0090878885,0.010143226,1.009218,typical
4.470149,0.003386583,0.024876988,1.0134089,typical
4.4801493,-0.0012647705,0.012527562,1.0090163,typical
4.4901495,-0.0004457133,0.0027133483,1.0028205,typical
4.5001497,0.02485765,0.008749794,0.9937549,typical
4.5101504,0.005078815,0.0152573185,1.0013535,typical
4.5201507,0.0024030616,0.013571212,1.0028195,typical
4.530151,-0.0026728367,-0.0013425872,1.0097736,typical
4.540151,0.017839665,0.0037892184,1.0133609,typical
4.550152,0.007316674,0.002074873,1.011912,typical
4.560152,-0.0075341095,0.010627265,0.9987782,typical
4.5701523,-0.0002834401,0.02383354,1.0046585,typical
4.5801525,0.021538805,0.01948604,0.9925452,typical
4.5901527,0.0021033306,-0.001203597,1.0132896,typical
4.6001534,0.019497696,0.01197168,1.0057817,typical
4.6101537,0.012417276,-0.009226989,0.9925037,typical
4.620154,0.0028603822,-0.008051105,1.0328712,typical
4.630154,-0.0014080624,0.0014339641,0.9937429,typical
4.640155,0.025744397,0.026676174,0.98948485,typical
4.650155,-0.001761179,-0.004283173,1.0011739,typical
4.6601553,-0.007265108,0.0021272637,0.9887506,typical
4.6701555,-0.016526777,-0.002816271,1.005333,typical
4.6801558,-0.0057978677,0.013998219,0.9863836,typical
4.6901565,0.016221385,0.014925656,0.9917572,typical
4.7001567,0.014173423,0.0008828824,1.003193,typical
4.710157,0.0144406995,-0.0021969434,1.0045267,typical
4.720157,0.013171932,-0.0021024458,0.992326,typical
4.7301574,0.008047521,-0.008495271,0.9961904,typical
4.740158,-0.011543592,0.0017351424,1.0163765,typical
4.7501583,0.013856614,-0.0074482625,0.9957854,typical
4.7601585,-0.013796631,0.0013597514,0.9838582,typical
4.770159,0.009919417,0.020706028,1.016502,typical
4.7801595,0.0020006076,0.010537267,1.00419,typical
4.7901597,-0.0060487515,0.007615812,1.0146855,typical
4.80016,-0.010024105,-0.0006741877,0.9987233,typical
4.81016,0.0049187765,-0.0036694878,0.9946166,typical
4.8201604,-0.0013461732,-0.021833146,1.0320979,typical
4.830161,0.014721168,0.02259896,1.0135627,typical
4.8401613,0.018763509,0.0243713,1.0070179,typical
4.8501616,0.008452214,-0.0026370324,1.0060954,typical
4.860162,0.01065325,-0.013118189,1.011106,typical
4.8701625,-0.020771794,-0.008214962,1.0067632,typical
4.8801627,-0.006295985,0.0063507804,0.98502463,typical
4.890163,0.0069034947,0.004485664,1.0173823,typical
4.900163,6.4752996e-05,0.009402636,1.0005894,typical
4.9101634,0.015955536,-0.0020251106,1.000769,typical
4.920164,0.013047659,-0.013172684,0.99541473,typical
4.9301643,-0.004151253,0.00926304,1.0133016,typical
