Time_Seconds,Skin_Temperature,Stress_Label
1.2400413,34.439415,typical
1.2500416,34.401157,typical
1.260042,34.47258,typical
1.2700423,34.445683,typical
1.2800426,34.41414,typical
1.290043,34.38726,typical
1.3000433,34.40145,typical
1.3100437,34.41963,typical
1.320044,34.37815,typical
1.3300443,34.4672,typical
1.3400446,34.394707,typical
1.350045,34.451145,typical
1.3600453,34.45212,typical
1.3700457,34.39961,typical
1.380046,34.487553,typical
1.3900464,34.411354,typical
1.4000466,34.416103,typical
1.4100469,34.492435,typical
1.4200473,34.491,typical
1.4300476,34.43959,typical
1.440048,34.397797,typical
1.4500483,34.43839,typical
1.4600487,34.418747,typical
1.470049,34.394226,typical
1.4800494,34.383118,typical
1.4900496,34.427086,typical
1.50005,34.48323,typical
1.5100503,34.440945,typical
1.5200506,34.376244,typical
1.530051,34.380653,typical
1.5400513,34.38864,typical
1.5500517,34.430946,typical
1.5600519,34.433018,typical
1.5700523,34.421013,typical
1.5800526,34.405506,typical
1.590053,34.50931,typical
1.6000533,34.43696,typical
1.6100537,34.510204,typical
1.620054,34.402424,typical
1.6300544,34.48317,typical
1.6400547,34.43227,typical
1.6500549,34.44311,typical
1.6600553,34.447067,typical
1.6700556,34.42188,typical
1.680056,34.466934,typical
1.6900563,34.429863,typical
1.7000567,34.458393,typical
1.710057,34.45095,typical
1.7200572,34.446735,typical
1.7300576,34.386505,typical
1.740058,34.44262,typical
1.7500583,34.47655,typical
1.7600586,34.445625,typical
1.770059,34.459087,typical
1.7800593,34.437557,typical
1.7900597,34.392838,typical
1.80006,34.484344,typical
1.8100603,34.487022,typical
1.8200606,34.44165,typical
1.830061,34.477303,typical
1.8400613,34.449764,typical
1.8500617,34.51032,typical
1.860062,34.42389,typical
1.8700624,34.477036,typical
1.8800626,34.456787,typical
1.8900629,34.48903,typical
1.9000633,34.474884,typical
1.9100636,34.46082,typical
1.920064,34.45024,typical
1.9300643,34.484585,typical
1.9400647,34.471035,typical
1.950065,34.448242,typical
1.9600654,34.468616,typical
1.9700656,34.423767,typical
1.980066,34.43606,typical
1.9900663,34.535194,typical
2.0000668,34.427082,typical
2.010067,34.457813,typical
2.0200672,34.443573,typical
2.0300677,34.45248,typical
2.040068,34.505814,typical
2.0500684,34.47075,typical
2.0600686,34.496204,typical
2.070069,34.46424,typical
2.0800693,34.49845,typical
2.0900695,34.486122,typical
2.10007,34.46265,typical
2.1100702,34.48352,typical
2.1200707,34.49925,typical
2.130071,34.441113,typical
2.1400714,34.52857,typical
2.1500716,34.504265,typical
2.1600718,34.433254,typical
2.1700723,34.465366,typical
2.1800725,34.493454,typical
2.190073,34.476997,typical
2.2000732,34.462955,typical
2.2100737,34.402695,typical
2.220074,34.481445,typical
2.2300744,34.50167,typical
2.2400746,34.483326,typical
2.2500749,34.46013,typical
2.2600753,34.466335,typical
2.2700756,34.53915,typical
2.280076,34.464535,typical
2.2900763,34.486565,typical
2.3000767,34.51057,typical
2.310077,34.4472,typical
2.3200774,34.463894,typical
2.3300776,34.472664,typical
2.3400779,34.470196,typical
2.3500783,34.46874,typical
2.3600786,34.48208,typical
2.370079,34.487194,typical
2.3800793,34.471134,typical
2.3900797,34.444744,typical
2.40008,34.463215,typical
2.4100802,34.47565,typical
2.4200807,34.501804,typical
2.430081,34.533512,typical
2.4400814,34.48686,typical
2.4500816,34.463634,typical
2.460082,34.478893,typical
2.4700823,34.47365,typical
2.4800825,34.465286,typical
2.490083,34.52689,typical
2.5000832,34.48338,typical
2.5100837,34.54101,typical
2.520084,34.4668,typical
2.5300844,34.464706,typical
2.5400846,34.471302,typical
2.550085,34.445847,typical
2.5600853,34.49773,typical
2.5700855,34.516724,typical
2.580086,34.469383,typical
2.5900862,34.482605,typical
2.6000867,34.453346,typical
2.610087,34.514156,typical
2.6200874,34.46912,typical
2.6300876,34.469337,typical
2.640088,34.49776,typical
2.6500883,34.46733,typical
2.6600885,34.474747,typical
2.670089,34.49917,typical
2.6800892,34.487396,typical
2.6900897,34.44655,typical
2.70009,34.51924,typical
2.7100904,34.47291,typical
2.7200906,34.46745,typical
2.7300909,34.47744,typical
2.7400913,34.50431,typical
2.7500916,34.438026,typical
2.760092,34.49,typical
2.7700922,34.479168,typical
2.7800927,34.53375,typical
2.790093,34.50084,typical
2.8000932,34.51449,typical
2.8100936,34.516716,typical
2.8200939,34.54631,typical
2.8300943,34.406025,typical
2.8400946,34.45217,typical
2.850095,34.474613,typical
2.8600953,34.498646,typical
2.8700957,34.50092,typical
2.880096,34.452103,typical
2.8900962,34.440063,typical
2.9000967,34.50656,typical
2.910097,34.48794,typical
2.9200974,34.547928,typical
2.9300976,34.509598,typical
2.940098,34.494907,typical
2.9500983,34.485096,typical
2.9600987,34.47268,typical
2.970099,34.461258,typical
2.9800992,34.460938,typical
2.9900997,34.45935,typical
3.0001,34.489788,typical
3.0101004,34.49838,typical
3.0201006,34.511078,typical
3.030101,34.42272,typical
3.0401013,34.49536,typical
3.0501015,34.492386,typical
3.060102,34.453133,typical
3.0701022,34.462288,typical
3.0801027,34.500095,typical
3.090103,34.441967,typical
3.1001034,34.47172,typical
3.1101036,34.465126,typical
3.1201038,34.51964,typical
3.1301043,34.55311,typical
3.1401045,34.513798,typical
3.150105,34.528873,typical
3.1601052,34.474205,typical
3.1701057,34.497524,typical
3.180106,34.503403,typical
3.1901064,34.54334,typical
3.2001066,34.507874,typical
3.2101068,34.48948,typical
3.2201073,34.49503,typical
3.2301075,34.561,typical
3.240108,34.473644,typical
3.2501082,34.533028,typical
3.2601087,34.511715,typical
3.270109,34.49371,typical
3.2801094,34.47889,typical
3.2901096,34.502613,typical
3.3001099,34.500443,typical
3.3101103,34.464905,typical
3.3201106,34.467854,typical
3.330111,34.50279,typical
3.3401113,34.467026,typical
3.3501117,34.482662,typical
3.360112,34.49442,typical
3.3701122,34.493515,typical
3.3801126,34.45932,typical
3.3901129,34.49155,typical
3.4001133,34.489437,typical
3.4101136,34.469284,typical
3.420114,34.50508,typical
3.4301143,34.44782,typical
3.4401145,34.474598,typical
3.450115,34.49854,typical
3.4601152,34.491875,typical
3.4701157,34.4369,typical
3.480116,34.454548,typical
3.4901164,34.45365,typical
3.5001166,34.491425,typical
3.510117,34.511,typical
3.5201173,34.528904,typical
3.5301175,34.49721,typical
3.540118,34.462337,typical
3.5501182,34.48622,typical
3.5601187,34.465466,typical
3.570119,34.47219,typical
3.5801194,34.465588,typical
3.5901196,34.491722,typical
3.60012,34.50062,typical
3.6101203,34.47028,typical
3.6201205,34.383858,typical
3.630121,34.43103,typical
3.6401212,34.543907,typical
3.6501217,34.449383,typical
3.660122,34.462044,typical
3.6701224,34.49253,typical
3.6801226,34.522247,typical
3.6901228,34.525635,typical
3.7001233,34.4612,typical
3.7101235,34.502144,typical
3.720124,34.474564,typical
3.7301242,34.502556,typical
3.7401247,34.479607,typical
3.750125,34.502354,typical
3.7601252,34.452213,typical
3.7701256,34.509865,typical
3.7801259,34.436855,typical
3.7901263,34.476044,typical
3.8001266,34.472095,typical
3.810127,34.483505,typical
3.8201272,34.4864,typical
3.8301277,34.501522,typical
3.840128,34.462204,typical
3.8501282,34.497578,typical
3.8601286,34.497158,typical
3.8701289,34.478603,typical
3.8801293,34.47286,typical
3.8901296,34.430447,typical
3.90013,34.411194,typical
3.9101303,34.51531,typical
3.9201307,34.413105,typical
3.930131,34.466454,typical
3.9401312,34.461838,typical
3.9501317,34.4427,typical
3.960132,34.4233,typical
3.9701324,34.476128,typical
3.9801326,34.481155,typical
3.990133,34.476284,typical
4.0001335,34.426323,typical
4.0101337,34.485367,typical
4.020134,34.4815,typical
4.030134,34.468548,typical
4.0401344,34.454697,typical
4.050135,34.467205,typical
4.0601354,34.405766,typical
4.0701356,34.456867,typical
4.080136,34.453445,typical
4.090136,34.47869,typical
4.1001368,34.504173,typical
4.110137,34.505016,typical
4.120137,34.423527,typical
4.1301374,34.498272,typical
4.140138,34.434967,typical
4.1501384,34.496124,typical
4.1601386,34.472794,typical
4.170139,34.46032,typical
4.180139,34.47301,typical
4.19014,34.464756,typical
4.20014,34.478786,typical
4.21014,34.466576,typical
4.2201405,34.454285,typical
4.230141,34.405674,typical
4.2401414,34.500107,typical
4.2501416,34.48321,typical
4.260142,34.492058,typical
4.270142,34.47192,typical
4.280143,34.51604,typical
4.290143,34.458996,typical
4.3001432,34.429157,typical
4.3101435,34.41006,typical
4.3201437,34.486595,typical
4.3301444,34.41995,typical
4.3401446,34.47984,typical
4.350145,34.452084,typical
4.360145,34.49977,typical
4.370146,34.413624,typical
4.380146,34.438927,typical
4.3901463,34.456375,typical
4.4001465,34.457085,typical
4.4101467,34.450794,typical
4.4201474,34.39083,typical
4.4301476,34.44308,typical
4.440148,34.436443,typical
4.450148,34.42238,typical
4.460149,34.413174,typical
4.470149,34.43998,typical
4.4801493,34.43758,typical
4.4901495,34.442017,typical
4.5001497,34.477818,typical
4.5101504,34.402145,typical
4.5201507,34.44388,typical
4.530151,34.4344,typical
4.540151,34.49425,typical
4.550152,34.4309,typical
4.560152,34.49352,typical
4.5701523,34.446808,typical
4.5801525,34.417675,typical
4.5901527,34.410137,typical
4.6001534,34.422672,typical
4.6101537,34.388866,typical
4.620154,34.455666,typical
4.630154,34.423557,typical
4.640155,34.374073,typical
4.650155,34.449936,typical
4.6601553,34.41022,typical
4.6701555,34.387447,typical
4.6801558,34.412262,typical
4.6901565,34.42291,typical
4.7001567,34.412834,typical
4.710157,34.412624,typical
4.720157,34.431324,typical
4.7301574,34.49047,typical
4.740158,34.44307,typical
4.7501583,34.438194,typical
4.7601585,34.4036,typical
4.770159,34.42256,typical
4.7801595,34.472057,typical
4.7901597,34.447132,typical
4.80016,34.405895,typical
4.81016,34.43621,typical
4.8201604,34.446022,typical
4.830161,34.337536,typical
4.8401613,34.449852,typical
4.8501616,34.39045,typical
4.860162,34.402634,typical
4.8701625,34.404243,typical
4.8801627,34.431206,typical
4.890163,34.44212,typical
4.900163,34.36032,typical
4.9101634,34.36288,typical
4.920164,34.40522,typical
4.9301643,34.376125,typical
4.9401646,34.445065,typical
4.950165,34.362347,typical
4.960165,34.398685,typical
4.9701657,34.383316,typical
4.980166,34.39507,typical
4.990166,34.463493,typical
5.0001664,34.388275,typical
5.010167,34.37448,typical
5.0201674,34.404053,typical
5.0301676,34.365166,typical
5.040168,34.403095,typical
5.050168,34.395267,typical
5.0601687,34.350933,typical
5.070169,34.369694,typical
5.080169,34.334846,typical
5.0901694,34.4176,typical
5.10017,34.374966,typical
5.1101704,34.372337,typical
5.1201706,34.37128,typical
5.130171,34.334023,typical
5.140171,34.37999,typical
5.1501718,34.370853,typical
5.160172,34.32467,typical
5.170172,34.367565,typical
5.1801724,34.412083,typical
5.190173,34.438595,typical
5.2001734,34.36179,typical
5.2101736,34.37274,typical
5.220174,34.352116,typical
5.230174,34.39023,typical
5.240175,34.39521,typical
5.250175,34.349243,typical
5.260175,34.37042,typical
5.2701755,34.34783,typical
5.280176,34.362797,typical
5.2901764,34.300343,typical
5.3001766,34.353794,typical
5.310177,34.358852,typical
5.320177,34.34623,typical
5.330178,34.40428,typical
5.340178,34.36297,typical
5.3501782,34.330563,typical
5.3601785,34.364315,typical
5.3701787,34.35376,typical
5.3801794,34.388115,typical
5.3901796,34.362152,typical
5.40018,34.34643,typical
5.41018,34.317993,typical
5.420181,34.340652,typical
5.430181,34.33154,typical
5.4401813,34.29056,typical
5.4501815,34.36507,typical
5.4601817,34.290165,typical
5.4701824,34.342518,typical
5.4801826,34.336998,typical
5.490183,34.352833,typical
5.500183,34.323097,typical
5.510184,34.33264,typical
5.520184,34.375782,typical
5.5301843,34.37827,typical
5.5401845,34.370327,typical
5.5501847,34.404533,typical
5.5601854,34.38288,typical
5.5701857,34.328377,typical
5.580186,34.347294,typical
5.590186,34.335438,typical
5.6001863,34.323765,typical
5.610187,34.345623,typical
5.6201873,34.33959,typical
5.6301875,34.341587,typical
5.6401877,34.37272,typical
5.6501884,34.30696,typical
5.6601887,34.34139,typical
5.670189,34.327503,typical
5.680189,34.31254,typical
5.6901894,34.328735,typical
5.70019,34.309284,typical
5.7101903,34.330925,typical
5.7201905,34.286648,typical
5.7301908,34.282627,typical
5.7401915,34.312847,typical
5.7501917,34.30016,typical
5.760192,34.31101,typical
5.770192,34.313313,typical
5.7801924,34.348343,typical
5.790193,34.28527,typical
5.8001933,34.293854,typical
5.8101935,34.288788,typical
5.820194,34.313354,typical
5.8301945,34.366776,typical
5.8401947,34.331097,typical
5.850195,34.315205,typical
5.860195,34.329933,typical
5.8701954,34.268723,typical
5.880196,34.249996,typical
5.8901963,34.319275,typical
5.9001966,34.27565,typical
5.910197,34.3203,typical
5.9201975,34.30311,typical
5.9301977,34.25931,typical
5.940198,34.249924,typical
5.950198,34.291527,typical
5.9601984,34.24595,typical
5.970199,34.30322,typical
5.9801993,34.279137,typical
5.9901996,34.29937,typical
6.0002,34.246445,typical
6.0102,34.297867,typical
6.0202007,34.283028,typical
6.030201,34.279842,typical
6.040201,34.339275,typical
6.0502014,34.30108,typical
6.060202,34.291958,typical
6.0702024,34.322273,typical
6.0802026,34.254696,typical
6.090203,34.263363,typical
6.100203,34.29981,typical
6.1102037,34.28961,typical
6.120204,34.285156,typical
6.130204,34.31128,typical
6.1402044,34.28448,typical
6.150205,34.27698,typical
6.1602054,34.246162,typical
6.1702056,34.236862,typical
6.180206,34.261887,typical
6.190206,34.26855,typical
6.2002068,34.30746,typical
6.210207,34.256454,typical
6.220207,34.30787,typical
6.2302074,34.207912,typical
6.2402077,34.227154,typical
6.2502084,34.24127,typical
6.2602086,34.24822,typical
6.270209,34.279613,typical
6.280209,34.25473,typical
6.29021,34.25025,typical
6.30021,34.231586,typical
6.31021,34.226803,typical
6.3202105,34.24598,typical
6.3302107,34.233727,typical
6.3402114,34.243603,typical
6.3502116,34.210884,typical
6.360212,34.179848,typical
6.370212,34.261894,typical
6.380213,34.19112,typical
6.390213,34.277355,typical
6.4002132,34.25335,typical
6.4102135,34.175,typical
6.4202137,34.224052,typical
6.4302144,34.264503,typical
6.4402146,34.313736,typical
6.450215,34.215683,typical
6.460215,34.146065,typical
6.470216,34.26301,typical
6.480216,34.263573,typical
6.4902163,34.24053,typical
6.5002165,34.232,typical
6.5102167,34.187035,typical
6.5202174,34.201553,typical
6.5302176,34.21995,typical
6.540218,34.199593,typical
6.550218,34.207916,typical
6.560219,34.171425,typical
6.570219,34.192783,typical
6.5802193,34.232224,typical
6.5902195,34.231247,typical
6.6002197,34.19751,typical
6.6102204,34.213223,typical
6.6202207,34.205524,typical
6.630221,34.240704,typical
6.640221,34.12904,typical
6.6502213,34.171707,typical
6.660222,34.23722,typical
6.6702223,34.277534,typical
6.6802225,34.209515,typical
6.6902227,34.191628,typical
6.7002234,34.187405,typical
6.7102237,34.16526,typical
6.720224,34.206722,typical
6.730224,34.208813,typical
6.7402244,34.150784,typical
6.750225,34.209923,typical
6.7602253,34.19274,typical
6.7702255,34.21322,typical
6.7802258,34.148964,typical
6.7902265,34.19383,typical
6.8002267,34.204887,typical
6.810227,34.185257,typical
6.820227,34.187714,typical
6.8302274,34.12534,typical
6.840228,34.188843,typical
6.8502283,34.157738,typical
6.8602285,34.21763,typical
6.870229,34.15164,typical
6.880229,34.19633,typical
6.8902297,34.150898,typical
6.90023,34.12727,typical
6.91023,34.156944,typical
6.9202304,34.18134,typical
6.930231,34.147385,typical
6.9402313,34.165195,typical
6.9502316,34.16339,typical
6.960232,34.157345,typical
6.970232,34.155792,typical
6.9802327,34.139687,typical
6.990233,34.181793,typical
7.000233,34.197628,typical
7.0102334,34.082016,typical
7.020234,34.19609,typical
7.0302343,34.136013,typical
7.0402346,34.1765,typical
7.050235,34.200138,typical
7.060235,34.166462,typical
7.0702357,34.16275,typical
7.080236,34.181427,typical
7.090236,34.177883,typical
7.1002364,34.126644,typical
7.110237,34.158405,typical
7.1202374,34.133118,typical
7.1302376,34.117767,typical
7.140238,34.104443,typical
7.150238,34.18846,typical
7.1602387,34.109787,typical
7.170239,34.120064,typical
7.180239,34.116547,typical
7.1902394,34.148434,typical
7.20024,34.08752,typical
7.2102404,34.119396,typical
7.2202406,34.13106,typical
7.230241,34.11646,typical
7.240241,34.12293,typical
7.2502418,34.145897,typical
7.260242,34.11528,typical
7.270242,34.09242,typical
7.2802424,34.125763,typical
7.2902427,34.088455,typical
7.3002434,34.086395,typical
7.3102436,34.16632,typical
7.320244,34.107765,typical
7.330244,34.073147,typical
7.340245,34.118435,typical
7.350245,34.10011,typical
7.360245,34.10194,typical
7.3702455,34.10564,typical
7.3802457,34.077286,typical
7.3902464,34.103798,typical
7.4002466,34.109867,typical
7.410247,34.050922,typical
7.420247,34.0756,typical
7.430248,34.076054,typical
7.440248,34.090088,typical
7.4502482,34.048553,typical
7.4602485,34.02582,typical
7.4702487,34.06866,typical
7.4802494,34.155357,typical
7.4902496,34.01554,typical
7.50025,34.08709,typical
7.51025,34.064682,typical
7.5202503,34.09247,typical
7.530251,34.039913,typical
7.5402513,34.04272,typical
7.5502515,34.07536,typical
7.5602517,34.111706,typical
7.5702524,34.108475,typical
7.5802526,34.08209,typical
7.590253,34.030445,typical
7.600253,34.03566,typical
7.6102533,34.074608,typical
7.620254,34.072357,typical
7.6302543,34.054604,typical
7.6402545,34.03554,typical
7.6502547,34.081,typical
7.6602554,34.088406,typical
7.6702557,34.01155,typical
7.680256,34.067917,typical
7.690256,34.126717,typical
7.7002563,34.021084,typical
7.710257,33.98039,typical
7.7202573,34.04391,typical
7.7302575,34.064373,typical
7.7402577,34.02811,typical
7.7502584,34.047092,typical
7.7602587,34.038284,typical
7.770259,34.02618,typical
7.780259,34.06874,typical
7.7902594,34.018433,typical
7.80026,33.99766,typical
7.8102603,34.046772,typical
7.8202605,34.065357,typical
7.8302608,33.964188,typical
7.8402615,34.089447,typical
7.8502617,34.026363,typical
7.860262,34.02425,typical
7.870262,34.031765,typical
7.8802624,34.07105,typical
7.890263,34.054646,typical
7.9002633,34.001915,typical
7.9102635,34.020214,typical
7.920264,34.00772,typical
7.930264,33.987133,typical
7.9402647,34.03907,typical
7.950265,34.044315,typical
7.960265,33.983604,typical
7.9702654,34.061718,typical
7.980266,33.996788,typical
7.9902663,33.978355,typical
8.000267,33.98026,typical
8.010267,33.980316,typical
8.0202675,34.037975,typical
8.030268,34.007656,typical
8.040268,34.0072,typical
8.050268,33.96999,typical
8.060268,34.019047,typical
8.070269,33.976,typical
8.080269,33.93544,typical
8.090269,33.99558,typical
8.10027,34.00168,typical
8.1102705,33.98837,typical
8.120271,34.038204,typical
8.130271,33.98858,typical
8.140271,33.99814,typical
8.150271,33.977444,typical
8.160272,33.966843,typical
8.170272,33.9811,typical
8.180272,33.951183,typical
8.190273,33.972786,typical
8.2002735,34.0073,typical
8.210274,34.002373,typical
8.220274,33.9465,typical
8.230274,33.97233,typical
8.240274,33.982452,typical
8.250275,33.942528,typical
8.260275,33.933205,typical
8.270275,33.97164,typical
8.280276,33.973988,typical
8.290277,33.94747,typical
8.300277,33.935406,typical
8.310277,33.982334,typical
8.320277,33.993164,typical
8.330277,33.927338,typical
8.340278,34.024075,typical
8.350278,33.90491,typical
8.360278,33.954643,typical
8.370279,33.963615,typical
8.38028,33.949432,typical
8.39028,33.91478,typical
8.40028,33.9511,typical
8.41028,33.960728,typical
8.42028,33.921505,typical
8.430281,33.91764,typical
8.440281,33.957848,typical
8.450281,33.916462,typical
8.460282,33.937332,typical
8.470283,33.903698,typical
8.480283,33.911148,typical
8.490283,33.93126,typical
8.500283,33.92848,typical
8.510283,33.904808,typical
8.520284,33.85347,typical
8.530284,33.928524,typical
8.540284,33.968964,typical
8.550285,33.92612,typical
8.560286,33.929607,typical
8.570286,33.87925,typical
8.580286,33.961296,typical
8.590286,33.933525,typical
8.6002865,33.914173,typical
8.610287,33.919262,typical
8.620287,33.92045,typical
8.630287,33.880527,typical
8.640287,33.92616,typical
8.650289,33.912292,typical
8.660289,33.917927,typical
8.670289,33.874092,typical
8.680289,33.912743,typical
8.6902895,33.869537,typical
8.70029,33.869534,typical
8.71029,33.896877,typical
8.72029,33.90704,typical
8.73029,33.850945,typical
8.740292,33.87033,typical
8.750292,33.919785,typical
8.760292,33.931137,typical
8.770292,33.89229,typical
8.7802925,33.860126,typical
8.790293,33.813953,typical
8.800293,33.868904,typical
8.810293,33.83731,typical
8.820293,33.839363,typical
8.830295,33.89451,typical
8.840295,33.89289,typical
8.850295,33.88766,typical
8.860295,33.859055,typical
8.870296,33.856976,typical
8.880296,33.88281,typical
8.890296,33.864346,typical
8.900296,33.891647,typical
8.910296,33.875187,typical
8.920298,33.868355,typical
8.930298,33.857143,typical
8.940298,33.888027,typical
8.950298,33.85622,typical
8.960299,33.79551,typical
8.970299,33.90273,typical
8.980299,33.866337,typical
8.990299,33.834045,typical
9.000299,33.89128,typical
9.010301,33.875027,typical
9.020301,33.82703,typical
9.030301,33.84671,typical
9.040301,33.806007,typical
9.050302,33.839035,typical
9.060302,33.817806,typical
9.070302,33.80269,typical
9.080302,33.834965,typical
9.090302,33.836643,typical
9.100304,33.860092,typical
9.110304,33.855022,typical
9.120304,33.839867,typical
9.130304,33.832375,typical
9.140305,33.84429,typical
9.150305,33.801178,typical
9.160305,33.79519,typical
9.170305,33.85081,typical
9.1803055,33.845303,typical
9.190307,33.84265,typical
9.200307,33.810234,typical
9.210307,33.820385,typical
9.220307,33.796574,typical
9.230308,33.760536,typical
9.240308,33.84374,typical
9.250308,33.772884,typical
9.260308,33.81406,typical
9.2703085,33.830074,typical
9.28031,33.790394,typical
9.29031,33.806133,typical
9.30031,33.74665,typical
9.31031,33.761616,typical
9.320311,33.796577,typical
9.330311,33.7845,typical
9.340311,33.79038,typical
9.350311,33.7607,typical
9.3603115,33.77163,typical
9.370312,33.852562,typical
9.380313,33.797302,typical
9.390313,33.80919,typical
9.400313,33.788036,typical
9.410314,33.80713,typical
9.420314,33.779713,typical
9.430314,33.820473,typical
9.440314,33.782104,typical
9.4503145,33.795902,typical
9.460315,33.77724,typical
9.470316,33.774986,typical
9.480316,33.790516,typical
9.490316,33.735073,typical
9.500317,33.746334,typical
9.510317,33.758495,typical
9.520317,33.77289,typical
9.530317,33.76463,typical
9.540318,33.753384,typical
9.550318,33.76228,typical
9.560319,33.760883,typical
9.570319,33.75753,typical
9.580319,33.792244,typical
9.59032,33.756107,typical
9.60032,33.704357,typical
9.61032,33.774403,typical
9.62032,33.765804,typical
9.630321,33.765198,typical
9.640321,33.759377,typical
9.650322,33.75498,typical
9.660322,33.726536,typical
9.670322,33.74226,typical
9.680323,33.73328,typical
9.690323,33.7309,typical
9.700323,33.685272,typical
9.710323,33.741207,typical
9.720324,33.735294,typical
9.730324,33.77002,typical
9.740325,33.761337,typical
9.750325,33.796772,typical
9.760325,33.72767,typical
9.770326,33.717636,typical
9.780326,33.7318,typical
9.790326,33.738323,typical
9.800326,33.708088,typical
9.810327,33.732746,typical
9.820327,33.739544,typical
9.830328,33.696495,typical
9.840328,33.709404,typical
9.850328,33.710995,typical
9.860329,33.68671,typical
9.870329,33.70735,typical
9.880329,33.780975,typical
9.890329,33.755505,typical
9.90033,33.73944,typical
9.91033,33.743195,typical
9.92033,33.71833,typical
9.930331,33.732265,typical
9.940331,33.757847,typical
9.950332,33.683746,typical
9.960332,33.6888,typical
9.970332,33.69034,typical
9.980332,33.73295,typical
9.990333,33.749256,typical
10.000333,33.738136,typical
10.010333,33.704597,typical
10.020334,33.709194,typical
10.030334,33.701645,typical
10.040335,33.698036,typical
10.050335,33.68617,typical
10.060335,33.697796,typical
10.070335,33.68979,typical
10.080336,33.69599,typical
10.090336,33.699413,typical
10.100336,33.66068,typical
10.110337,33.75122,typical
10.1203375,33.688225,typical
10.130338,33.7053,typical
10.140338,33.72877,typical
10.150338,33.753757,typical
10.160338,33.69336,typical
10.170339,33.711777,typical
10.180339,33.723793,typical
10.190339,33.69858,typical
10.20034,33.71942,typical
10.2103405,33.693012,typical
10.220341,33.719986,typical
10.230341,33.673557,typical
10.240341,33.714863,typical
10.250341,33.71064,typical
10.260342,33.72334,typical
10.270342,33.708286,typical
10.280342,33.66594,typical
10.290343,33.649464,typical
10.3003435,33.672657,typical
10.310344,33.71936,typical
10.320344,33.63743,typical
10.330344,33.670605,typical
