Time_Seconds,ECG,EDA,Skin_Temperature,SpO2,BVP,Accel_X,Accel_Y,Accel_Z,Stress_Label
0.9400313,0.39208826,0.51094335,34.41226,98.633415,-0.047664378,0.01265901,0.0017069413,1.0190431,typical
0.95003164,0.49796516,0.5124378,34.348618,98.4984,0.044475794,0.014160959,0.0076039135,1.0129232,typical
0.960032,0.6044047,0.5050234,34.410473,98.542625,0.10012418,0.001653502,-0.0069647487,1.0186418,typical
0.97003233,0.49169862,0.50754803,34.38292,98.51513,0.16767539,0.007622987,0.005256059,0.9973203,typical
0.9800327,0.5005334,0.51134294,34.406544,98.44253,0.21932225,-0.0032587727,-0.0048522037,1.0055023,typical
0.990033,0.47042614,0.50584555,34.378597,98.54043,0.32764444,0.01579067,-0.006605264,1.0100224,typical
1.0000334,0.24326205,0.49989504,34.428345,98.474205,0.30201945,0.0059355795,-0.004770531,1.0057213,typical
1.0100336,0.3756113,0.5000831,34.40272,98.59516,0.3114028,0.02208583,-0.0014445251,0.9788288,typical
1.020034,0.17693377,0.51564884,34.42361,98.4211,0.47864777,-0.0075697964,0.0014688431,0.9957194,typical
1.0300343,0.23360063,0.4997838,34.409885,98.58693,0.5201409,-0.0019219923,0.002136894,1.0148526,typical
1.0400347,0.28284547,0.5022539,34.378345,98.59645,0.55156,0.00021761516,0.006015658,1.0305163,typical
1.050035,0.28816664,0.5078131,34.420784,98.49129,0.6426505,0.008295815,-0.0029640235,0.9997595,typical
1.0600353,0.29458678,0.5199784,34.448235,98.62425,0.68703127,-0.005876875,-0.00094893714,1.0093949,typical
1.0700357,0.2862965,0.494417,34.400566,98.64346,0.7342799,0.009909935,-0.0029679858,1.0290679,typical
1.0800359,0.22577943,0.49895072,34.404602,98.48505,0.79811263,0.01749739,0.0071489536,1.0127155,typical
1.0900363,0.21768838,0.50126225,34.420425,98.59522,0.82356995,0.012191281,-0.0037589385,0.9984745,typical
1.1000366,0.27511194,0.49671724,34.45478,98.417046,0.8350111,0.01004917,0.019124143,0.9906057,typical
1.110037,0.2208289,0.512266,34.381912,98.602,0.85393816,0.014406769,0.02011503,1.0045321,typical
1.1200373,0.22244795,0.48901656,34.44136,98.39662,0.89154327,0.008702713,0.00766665,0.9976671,typical
1.1300377,0.09747312,0.4950487,34.407166,98.50328,0.9374738,0.009455468,0.017999165,0.99701035,typical
1.140038,0.12870811,0.4930599,34.403008,98.560234,0.9777782,-0.006234559,-0.0072673904,1.0054921,typical
1.1500384,0.115331106,0.49951217,34.41071,98.58496,0.97341615,0.005456681,0.008050303,1.0022656,typical
1.1600387,0.18229246,0.47232604,34.400265,98.49675,0.97359043,0.017168226,-0.009425199,1.0036442,typical
1.1700389,0.24706379,0.49817574,34.386986,98.49876,0.97494364,0.010305753,0.0110039245,1.0096323,typical
1.1800393,0.18761694,0.49026164,34.458538,98.487656,0.9774208,0.0044176276,0.009850401,1.0109917,typical
1.1900396,0.23637286,0.48158738,34.40741,98.403496,1.0229447,0.020879054,-0.011973975,0.9958315,typical
1.20004,0.24553889,0.4880189,34.36821,98.71794,0.9837177,-0.022659125,0.0082381945,1.013277,typical
1.2100403,0.30035502,0.50391656,34.480495,98.5241,0.99585444,0.0043050726,0.012183128,1.0119176,typical
1.2200407,0.15840854,0.4727353,34.410072,98.39514,0.98815525,0.0039544227,0.008175751,1.0202653,typical
1.230041,0.1816482,0.4943121,34.43582,98.612724,0.9462454,0.018277625,0.0041303257,1.0091387,typical
1.2400413,0.19528355,0.50677073,34.439415,98.31403,0.9535079,0.010676034,-0.0071345656,1.0169415,typical
1.2500416,0.1385445,0.4941299,34.401157,98.57933,0.893975,0.0014224448,-0.0018110508,1.0035393,typical
1.260042,0.10697164,0.5074265,34.47258,98.5995,0.9080987,0.0063827243,0.00013173092,0.99392295,typical
1.2700423,0.1438922,0.48742992,34.445683,98.34646,0.8370791,0.007863435,0.010714487,1.0196816,typical
1.2800426,0.2259786,0.50354904,34.41414,98.49077,0.79718745,0.017740078,0.00031993748,1.013872,typical
1.290043,0.19198114,0.49765885,34.38726,98.431656,0.75330025,0.013255746,0.011184057,1.0139943,typical
1.3000433,0.15054065,0.5165151,34.40145,98.46615,0.7434197,0.019874021,0.0048151813,0.9987553,typical
1.3100437,0.1978295,0.4986394,34.41963,98.56766,0.6932815,0.0047166715,-0.0003906833,1.000188,typical
1.320044,0.20179795,0.5043335,34.37815,98.52292,0.62816256,0.008169309,-0.007023099,1.0058028,typical
1.3300443,0.1898627,0.4998945,34.4672,98.5337,0.614889,0.013058645,0.0131342355,1.0078667,typical
1.3400446,0.14259139,0.4991301,34.394707,98.517685,0.48961318,0.0038487166,-0.003719145,1.0118515,typical
1.350045,0.22606757,0.50333405,34.451145,98.35636,0.46879157,-0.010303389,0.01775367,1.0185721,typical
1.3600453,0.15060227,0.52050984,34.45212,98.425835,0.42335817,-0.0074499315,-0.0022860188,1.0123347,typical
1.3700457,0.16284648,0.50186735,34.39961,98.476,0.3540574,-0.014716396,0.00025350414,0.99871564,typical
1.380046,0.20448226,0.5091438,34.487553,98.62888,0.24910462,0.025372755,0.00055382936,1.0125803,typical
1.3900464,0.2983876,0.51289755,34.411354,98.57191,0.15708852,-8.0001075e-05,-0.0032610418,1.0092055,typical
1.4000466,0.16345577,0.48872995,34.416103,98.490906,0.1969381,0.00075783883,-0.019742608,0.9916803,typical
1.4100469,0.15696314,0.5022815,34.492435,98.45758,0.110461995,-0.009848423,0.0032436615,1.0028204,typical
1.4200473,0.10690418,0.5080066,34.491,98.58997,0.04004367,0.014277384,0.0005795413,1.0097545,typical
1.4300476,0.17271534,0.48417956,34.43959,98.43049,-0.034679983,0.0138841625,0.0040143393,0.98844814,typical
1.440048,0.21543129,0.48079038,34.397797,98.43735,-0.09597757,-0.006450085,0.005776737,1.0031229,typical
1.4500483,0.17146663,0.49488813,34.43839,98.395256,-0.18504894,0.002319391,0.010211974,0.9939861,typical
1.4600487,0.14327343,0.5209284,34.418747,98.635735,-0.24096018,0.002505457,0.013952587,1.0152345,typical
1.470049,0.23498769,0.5058796,34.394226,98.527985,-0.30277178,0.018439932,0.0053549055,0.9910335,typical
1.4800494,0.12813777,0.50589716,34.383118,98.42445,-0.40478757,-0.0014204546,0.0018296358,1.0290967,typical
1.4900496,0.23653701,0.5039729,34.427086,98.49962,-0.47278243,-0.0020819595,0.012791466,1.0069795,typical
1.50005,0.111532375,0.49529868,34.48323,98.5948,-0.44258466,0.011499576,-0.011394922,0.9935019,typical
1.5100503,0.21503896,0.5100008,34.440945,98.45121,-0.51148444,0.0060199704,0.0029357583,0.99370974,typical
1.5200506,0.20888293,0.5015717,34.376244,98.50131,-0.58699507,-0.004700526,-0.0022101118,1.009889,typical
1.530051,0.27056578,0.5129295,34.380653,98.36571,-0.63957864,-0.002912975,0.0019637449,0.9950753,typical
1.5400513,0.30957234,0.47702074,34.38864,98.417656,-0.662645,0.009174936,0.0069195195,0.99784774,typical
1.5500517,0.16408913,0.50618947,34.430946,98.33222,-0.7534015,0.010801254,0.017094018,0.9727832,typical
1.5600519,0.20138949,0.50972587,34.433018,98.53781,-0.7749197,0.006022269,-0.009778302,0.9968827,typical
1.5700523,0.16327015,0.5021518,34.421013,98.37664,-0.8010425,0.005480903,0.006082898,1.0085996,typical
1.5800526,0.07750057,0.4991489,34.405506,98.40105,-0.8780543,0.009129586,0.0091577675,0.9953259,typical
1.590053,0.21259937,0.5063139,34.50931,98.3505,-0.8676419,0.014118391,0.0071603376,0.9821533,typical
1.6000533,0.1480822,0.49688601,34.43696,98.49781,-0.88298434,0.014811724,0.014955436,0.9911427,typical
1.6100537,0.18481682,0.51290727,34.510204,98.40887,-0.94161665,0.017269997,-0.005126942,1.0013485,typical
1.620054,0.17888029,0.49772128,34.402424,98.545364,-0.95114386,0.0069273086,0.010830818,1.0002486,typical
1.6300544,0.20387787,0.476593,34.48317,98.28022,-0.980962,0.0118155,0.008246655,1.0160866,typical
1.6400547,0.14457688,0.479535,34.43227,98.38519,-1.009599,-0.004867828,0.0089159645,1.0111022,typical
1.6500549,0.15030399,0.48538023,34.44311,98.33344,-0.9984165,-0.010329993,0.015115799,1.0078666,typical
1.6600553,0.13037416,0.48869044,34.447067,98.35156,-0.9762525,0.011565454,0.0057077687,1.0016031,typical
1.6700556,0.22400996,0.4841301,34.42188,98.4657,-1.0048517,0.0053593987,0.006138752,0.9876417,typical
1.680056,0.22826234,0.4987637,34.466934,98.451836,-1.0147283,0.015822506,0.00095629087,1.0118697,typical
1.6900563,0.18439619,0.50123185,34.429863,98.428154,-0.9864725,0.00449589,-0.0010160068,0.9994398,typical
1.7000567,0.14433035,0.51194555,34.458393,98.61336,-0.95591384,-0.0013522324,0.009424309,0.9969788,typical
1.710057,0.22962947,0.4959544,34.45095,98.57313,-0.9391936,0.0065361555,0.009227332,1.0064638,typical
1.7200572,0.17804275,0.50656086,34.446735,98.6858,-0.90699506,-0.01010067,0.0032114158,0.9999876,typical
1.7300576,0.24088052,0.4974911,34.386505,98.51719,-0.917859,0.004528865,-0.0128135765,0.99810344,typical
1.740058,0.20806332,0.49679473,34.44262,98.545975,-0.87935996,0.0059274365,0.015673954,0.99132943,typical
1.7500583,0.15539977,0.4993359,34.47655,98.43225,-0.8457725,0.008267115,0.009536339,1.0101396,typical
1.7600586,0.14842124,0.49107993,34.445625,98.51189,-0.80923647,0.0014600744,0.0057415394,1.0069554,typical
1.770059,0.2628371,0.50436515,34.459087,98.52608,-0.7638053,0.02605706,0.016674735,0.9946818,typical
1.7800593,0.2824167,0.5033287,34.437557,98.56057,-0.72095966,0.020256925,0.008323979,1.0022169,typical
1.7900597,0.54709387,0.49637404,34.392838,98.57357,-0.64935935,0.014325431,-0.00627674,1.0126783,typical
1.80006,0.48602346,0.4801351,34.484344,98.46138,-0.65524656,-0.019283116,0.006609426,1.016062,typical
1.8100603,0.6417216,0.5059492,34.487022,98.56517,-0.5555632,0.022585751,0.0013870797,1.0103468,typical
1.8200606,0.6161655,0.5067492,34.44165,98.442856,-0.5177525,0.009099994,0.0009213302,1.0102938,typical
1.830061,0.56470996,0.49958903,34.477303,98.61703,-0.42842832,0.021500947,0.0110277105,1.0000148,typical
1.8400613,0.33727542,0.5112895,34.449764,98.591354,-0.398535,0.0025862425,-0.008644901,1.0070426,typical
1.8500617,0.28070125,0.5023527,34.51032,98.64698,-0.31651416,0.002867562,0.007409312,1.0048481,typical
1.860062,0.09094642,0.5099103,34.42389,98.50957,-0.2659787,0.0022362736,-0.0029062657,1.0221294,typical
1.8700624,0.21230248,0.4997198,34.477036,98.59203,-0.1742138,0.007111082,0.012661297,0.9953636,typical
1.8800626,0.2370635,0.5154954,34.456787,98.48453,-0.08379554,-0.007269182,-0.0011086143,0.9991129,typical
1.8900629,0.20576671,0.5135125,34.48903,98.42153,-0.0452268,0.0046246843,0.0029674305,1.0016824,typical
1.9000633,0.16907452,0.49937984,34.474884,98.39088,-0.039758187,-0.026187079,0.002100206,1.0013082,typical
1.9100636,0.20893392,0.504459,34.46082,98.319756,0.057857413,0.0016164307,-0.016458074,1.0137324,typical
1.920064,0.10570703,0.5108882,34.45024,98.39504,0.10995238,-0.0071227583,-0.002054012,0.9961201,typical
1.9300643,0.16967107,0.5005299,34.484585,98.37857,0.18264398,-0.0014618458,0.0064305235,1.0105995,typical
1.9400647,0.14651257,0.49519002,34.471035,98.559814,0.27696592,-1.348136e-05,0.014202891,1.0098727,typical
1.950065,0.13841401,0.4962792,34.448242,98.57832,0.34288636,0.026457872,0.017509453,1.009218,typical
1.9600654,0.20373479,0.48831967,34.468616,98.509605,0.3702921,0.013394792,-0.0043781507,1.0123614,typical
1.9700656,0.29045066,0.4969679,34.423767,98.521904,0.43950453,-0.022047762,0.0082139615,1.0124346,typical
1.980066,0.21016788,0.5053667,34.43606,98.44103,0.5341159,0.015933976,0.0013638339,0.99499434,typical
1.9900663,0.0920803,0.49889216,34.535194,98.360245,0.59930724,-0.0059852386,-0.015289246,1.010085,typical
2.0000668,0.17889592,0.5036983,34.427082,98.637024,0.56855935,0.008508805,0.0037129868,1.0152607,typical
2.010067,0.15843837,0.49001792,34.457813,98.47741,0.640529,-0.0013809116,0.0074774884,0.981993,typical
2.0200672,0.12035556,0.49860778,34.443573,98.58869,0.7131667,0.0070657954,-0.009445245,1.0183424,typical
2.0300677,0.11510901,0.5121543,34.45248,98.43952,0.7459422,0.019755626,0.0047045113,1.0226828,typical
2.040068,0.2311328,0.5014829,34.505814,98.456894,0.7890122,0.009550834,0.004374018,1.0134974,typical
2.0500684,0.16146682,0.5166952,34.47075,98.54114,0.8324417,-0.009334793,-0.0028160457,0.99785286,typical
2.0600686,0.16930114,0.49553263,34.496204,98.50566,0.89501953,-0.0031518503,-0.0010207547,1.0113401,typical
2.070069,0.17262168,0.4967784,34.46424,98.56475,0.93618506,-0.0021314146,0.011225052,1.0102737,typical
2.0800693,0.23072335,0.50934684,34.49845,98.40512,0.9468148,0.01436496,-0.01221268,0.9972137,typical
2.0900695,0.2267173,0.48672116,34.486122,98.69018,0.98389244,-0.017729897,0.019512229,1.0081421,typical
2.10007,0.22682108,0.491924,34.46265,98.45706,0.95629054,-0.0023367107,-0.0021245787,1.0130556,typical
2.1100702,0.14725792,0.5085819,34.48352,98.40988,0.9842869,-0.0029678545,-0.0075626383,1.0093526,typical
2.1200707,0.20855846,0.5075673,34.49925,98.669365,1.0101107,-0.011265358,0.006600078,1.013074,typical
2.130071,0.2163834,0.5045112,34.441113,98.4476,0.9888841,0.003749142,0.019276805,1.0008886,typical
2.1400714,0.20511794,0.5069014,34.52857,98.64727,0.99450403,-0.015508253,-0.0051944098,1.0131997,typical
2.1500716,0.17447631,0.5055281,34.504265,98.50085,0.96840537,-0.0030015018,0.004911372,0.99912626,typical
2.1600718,0.14885056,0.49530557,34.433254,98.51385,0.9551128,0.01755229,-0.0041641635,1.0039054,typical
2.1700723,0.15307066,0.48739034,34.465366,98.38006,0.9739563,-0.010669607,0.0019937293,1.0117452,typical
2.1800725,0.24464278,0.5224626,34.493454,98.38287,0.94472224,0.008224077,0.011273856,0.99848133,typical
2.190073,0.16103989,0.49625924,34.476997,98.50717,0.90293765,-0.00017188909,-0.016211566,1.0130469,typical
2.2000732,0.17984705,0.49918795,34.462955,98.40621,0.9320293,0.0129820015,0.0024879393,0.9847842,typical
2.2100737,0.037985384,0.5030484,34.402695,98.49012,0.89011395,0.012548501,0.007436583,1.0047462,typical
2.220074,0.11624031,0.4930701,34.481445,98.495674,0.87223965,-0.0016558086,0.00088423444,1.0031599,typical
2.2300744,0.1803048,0.49569973,34.50167,98.45772,0.82959825,0.012940408,0.006781487,1.0121609,typical
2.2400746,0.18231647,0.5035397,34.483326,98.364624,0.767659,-0.0037524374,0.00034676166,0.99692255,typical
2.2500749,0.22772115,0.50231713,34.46013,98.60361,0.74732614,0.0143258665,0.018187378,1.0152856,typical
2.2600753,0.27404493,0.51534635,34.466335,98.53489,0.6909513,0.0014776443,-0.0014846269,0.99667084,typical
2.2700756,0.15705019,0.51033247,34.53915,98.56638,0.62200654,0.012797525,0.0018169896,0.9991029,typical
2.280076,0.22909799,0.5106462,34.464535,98.4126,0.55256623,0.00950424,0.0050300146,0.99914485,typical
2.2900763,0.23405857,0.51078284,34.486565,98.47309,0.5197116,0.0070433985,0.028099518,1.0166296,typical
2.3000767,0.18275778,0.51435304,34.51057,98.411026,0.53501266,0.013592729,-0.0054572104,1.0079371,typical
2.310077,0.21313283,0.50665194,34.4472,98.29641,0.45337254,0.0004018508,0.0035884208,0.9753317,typical
2.3200774,0.18143225,0.50438565,34.463894,98.47418,0.38919288,0.008003156,-0.0018225363,1.0113636,typical
2.3300776,0.14253502,0.50367063,34.472664,98.41335,0.31868103,0.0012992658,0.020421863,1.019068,typical
2.3400779,0.1306952,0.5006574,34.470196,98.604645,0.23854971,0.0035716014,0.01553926,1.0081493,typical
2.3500783,0.22675532,0.487007,34.46874,98.36016,0.11086638,-0.0034763734,-0.02335906,0.9960725,typical
2.3600786,0.17764153,0.48911154,34.48208,98.73178,0.116178766,0.0069593787,-0.012254354,1.0024298,typical
2.370079,0.19416073,0.49742374,34.487194,98.63798,0.04392743,-0.0035820147,-0.020321913,0.99440485,typical
2.3800793,0.05615405,0.5035773,34.471134,98.58144,-0.024972595,0.025757104,0.0077516455,1.0096625,typical
2.3900797,0.20231201,0.501528,34.444744,98.40428,-0.11643016,0.0024179164,0.015430706,1.007627,typical
2.40008,0.32692888,0.49712786,34.463215,98.29156,-0.13837549,0.0053590443,0.009325525,0.99249524,typical
2.4100802,0.2573341,0.5096593,34.47565,98.5245,-0.20422763,-0.0056628925,0.006894202,0.9969186,typical
2.4200807,0.23775262,0.5100985,34.501804,98.60094,-0.2468461,-0.0016873749,0.010250052,1.0122578,typical
2.430081,0.1264205,0.49873728,34.533512,98.3913,-0.30988574,0.0051502385,-0.0021186513,0.99840766,typical
2.4400814,0.17947921,0.4903379,34.48686,98.54783,-0.42097792,0.017261438,0.007012738,0.9965668,typical
