Time_Seconds,ECG,Stress_Label
0.7700257,0.15558404,typical
0.78002596,0.17144871,typical
0.7900263,0.17454602,typical
0.80002666,0.17365737,typical
0.810027,0.11769631,typical
0.82002735,0.121207826,typical
0.83002764,0.25341645,typical
0.840028,0.20005889,typical
0.85002834,0.18188031,typical
0.8600286,0.22009127,typical
0.870029,0.24349916,typical
0.8800293,0.2193345,typical
0.89002967,0.16088295,typical
0.90003,0.20229508,typical
0.9100303,0.18421341,typical
0.92003065,0.18231505,typical
0.930031,0.29007494,typical
0.9400313,0.39208826,typical
0.95003164,0.49796516,typical
0.960032,0.6044047,typical
0.97003233,0.49169862,typical
0.9800327,0.5005334,typical
0.990033,0.47042614,typical
1.0000334,0.24326205,typical
1.0100336,0.3756113,typical
1.020034,0.17693377,typical
1.0300343,0.23360063,typical
1.0400347,0.28284547,typical
1.050035,0.28816664,typical
1.0600353,0.29458678,typical
1.0700357,0.2862965,typical
1.0800359,0.22577943,typical
1.0900363,0.21768838,typical
1.1000366,0.27511194,typical
1.110037,0.2208289,typical
1.1200373,0.22244795,typical
1.1300377,0.09747312,typical
1.140038,0.12870811,typical
1.1500384,0.115331106,typical
1.1600387,0.18229246,typical
1.1700389,0.24706379,typical
1.1800393,0.18761694,typical
1.1900396,0.23637286,typical
1.20004,0.24553889,typical
1.2100403,0.30035502,typical
1.2200407,0.15840854,typical
1.230041,0.1816482,typical
1.2400413,0.19528355,typical
1.2500416,0.1385445,typical
1.260042,0.10697164,typical
1.2700423,0.1438922,typical
1.2800426,0.2259786,typical
1.290043,0.19198114,typical
1.3000433,0.15054065,typical
1.3100437,0.1978295,typical
1.320044,0.20179795,typical
1.3300443,0.1898627,typical
1.3400446,0.14259139,typical
1.350045,0.22606757,typical
1.3600453,0.15060227,typical
1.3700457,0.16284648,typical
1.380046,0.20448226,typical
1.3900464,0.2983876,typical
1.4000466,0.16345577,typical
1.4100469,0.15696314,typical
1.4200473,0.10690418,typical
1.4300476,0.17271534,typical
1.440048,0.21543129,typical
1.4500483,0.17146663,typical
1.4600487,0.14327343,typical
1.470049,0.23498769,typical
1.4800494,0.12813777,typical
1.4900496,0.23653701,typical
1.50005,0.111532375,typical
1.5100503,0.21503896,typical
1.5200506,0.20888293,typical
1.530051,0.27056578,typical
1.5400513,0.30957234,typical
1.5500517,0.16408913,typical
1.5600519,0.20138949,typical
1.5700523,0.16327015,typical
1.5800526,0.07750057,typical
1.590053,0.21259937,typical
1.6000533,0.1480822,typical
1.6100537,0.18481682,typical
1.620054,0.17888029,typical
1.6300544,0.20387787,typical
1.6400547,0.14457688,typical
1.6500549,0.15030399,typical
1.6600553,0.13037416,typical
1.6700556,0.22400996,typical
1.680056,0.22826234,typical
1.6900563,0.18439619,typical
1.7000567,0.14433035,typical
1.710057,0.22962947,typical
1.7200572,0.17804275,typical
1.7300576,0.24088052,typical
1.740058,0.20806332,typical
1.7500583,0.15539977,typical
1.7600586,0.14842124,typical
1.770059,0.2628371,typical
1.7800593,0.2824167,typical
1.7900597,0.54709387,typical
1.80006,0.48602346,typical
1.8100603,0.6417216,typical
1.8200606,0.6161655,typical
1.830061,0.56470996,typical
1.8400613,0.33727542,typical
1.8500617,0.28070125,typical
1.860062,0.09094642,typical
1.8700624,0.21230248,typical
1.8800626,0.2370635,typical
1.8900629,0.20576671,typical
1.9000633,0.16907452,typical
1.9100636,0.20893392,typical
1.920064,0.10570703,typical
1.9300643,0.16967107,typical
1.9400647,0.14651257,typical
1.950065,0.13841401,typical
1.9600654,0.20373479,typical
1.9700656,0.29045066,typical
1.980066,0.21016788,typical
1.9900663,0.0920803,typical
2.0000668,0.17889592,typical
2.010067,0.15843837,typical
2.0200672,0.12035556,typical
2.0300677,0.11510901,typical
2.040068,0.2311328,typical
2.0500684,0.16146682,typical
2.0600686,0.16930114,typical
2.070069,0.17262168,typical
2.0800693,0.23072335,typical
2.0900695,0.2267173,typical
2.10007,0.22682108,typical
2.1100702,0.14725792,typical
2.1200707,0.20855846,typical
2.130071,0.2163834,typical
2.1400714,0.20511794,typical
2.1500716,0.17447631,typical
2.1600718,0.14885056,typical
2.1700723,0.15307066,typical
2.1800725,0.24464278,typical
2.190073,0.16103989,typical
2.2000732,0.17984705,typical
2.2100737,0.037985384,typical
2.220074,0.11624031,typical
2.2300744,0.1803048,typical
2.2400746,0.18231647,typical
2.2500749,0.22772115,typical
2.2600753,0.27404493,typical
2.2700756,0.15705019,typical
2.280076,0.22909799,typical
2.2900763,0.23405857,typical
2.3000767,0.18275778,typical
2.310077,0.21313283,typical
2.3200774,0.18143225,typical
2.3300776,0.14253502,typical
2.3400779,0.1306952,typical
2.3500783,0.22675532,typical
2.3600786,0.17764153,typical
2.370079,0.19416073,typical
2.3800793,0.05615405,typical
2.3900797,0.20231201,typical
2.40008,0.32692888,typical
2.4100802,0.2573341,typical
2.4200807,0.23775262,typical
2.430081,0.1264205,typical
2.4400814,0.17947921,typical
2.4500816,0.16662557,typical
2.460082,0.12670365,typical
2.4700823,0.14635383,typical
2.4800825,0.052565783,typical
2.490083,0.19215702,typical
2.5000832,0.07161907,typical
2.5100837,0.124024466,typical
2.520084,0.17907569,typical
2.5300844,0.20673382,typical
2.5400846,0.077714466,typical
2.550085,0.13620397,typical
2.5600853,0.17222057,typical
2.5700855,0.09766677,typical
2.580086,0.1548938,typical
2.5900862,0.19465804,typical
2.6000867,0.17890874,typical
2.610087,0.113273606,typical
2.6200874,0.15117992,typical
2.6300876,0.17761987,typical
2.640088,0.231591,typical
2.6500883,0.28311718,typical
2.6600885,0.4118208,typical
2.670089,0.37311196,typical
2.6800892,0.62592715,typical
2.6900897,0.512581,typical
2.70009,0.47015864,typical
2.7100904,0.3206258,typical
2.7200906,0.2650882,typical
2.7300909,0.23708957,typical
2.7400913,0.10440859,typical
2.7500916,0.249425,typical
2.760092,0.20189674,typical
2.7700922,0.10601063,typical
2.7800927,0.12499312,typical
2.790093,0.0811262,typical
2.8000932,0.13459335,typical
2.8100936,0.20706554,typical
2.8200939,0.09012292,typical
2.8300943,0.17320894,typical
2.8400946,0.034525275,typical
2.850095,0.11245273,typical
2.8600953,0.1402099,typical
2.8700957,0.09284682,typical
2.880096,0.17725842,typical
2.8900962,0.23737326,typical
2.9000967,0.20413402,typical
2.910097,0.117073484,typical
2.9200974,0.22704266,typical
2.9300976,0.1547786,typical
2.940098,0.07843694,typical
2.9500983,0.12282577,typical
2.9600987,0.060787506,typical
2.970099,0.1575768,typical
2.9800992,0.19142112,typical
2.9900997,0.22798404,typical
3.0001,0.1466378,typical
3.0101004,-0.009356469,typical
3.0201006,0.13114947,typical
3.030101,0.14714466,typical
3.0401013,0.13705127,typical
3.0501015,0.15984161,typical
3.060102,0.19358343,typical
3.0701022,0.09713471,typical
3.0801027,0.075216845,typical
3.090103,0.0983771,typical
3.1001034,0.24081397,typical
3.1101036,0.110653296,typical
3.1201038,0.20505533,typical
3.1301043,0.088960275,typical
3.1401045,0.081227325,typical
3.150105,0.16552195,typical
3.1601052,0.16331574,typical
3.1701057,0.1463098,typical
3.180106,0.03712841,typical
3.1901064,0.17576724,typical
3.2001066,0.11827845,typical
3.2101068,0.15373589,typical
3.2201073,0.09884889,typical
3.2301075,0.16177838,typical
3.240108,0.27648187,typical
3.2501082,0.28786483,typical
3.2601087,0.2082707,typical
3.270109,0.11089642,typical
3.2801094,0.05641356,typical
3.2901096,0.24183199,typical
3.3001099,0.15790257,typical
3.3101103,0.08679965,typical
3.3201106,0.14238279,typical
3.330111,0.12692636,typical
3.3401113,0.14518784,typical
3.3501117,0.119383775,typical
3.360112,0.09236146,typical
3.3701122,0.062191017,typical
3.3801126,0.043795638,typical
3.3901129,0.1549438,typical
3.4001133,0.04736545,typical
3.4101136,0.0044885576,typical
3.420114,0.15560795,typical
3.4301143,0.123027965,typical
3.4401145,0.0790814,typical
3.450115,0.17962989,typical
3.4601152,0.12765144,typical
3.4701157,0.1079294,typical
3.480116,0.1992433,typical
3.4901164,0.17654365,typical
3.5001166,0.27100745,typical
3.510117,0.34460786,typical
3.5201173,0.5598135,typical
3.5301175,0.5245929,typical
3.540118,0.3902763,typical
3.5501182,0.33847094,typical
3.5601187,0.23676112,typical
3.570119,0.1873309,typical
3.5801194,0.14185442,typical
3.5901196,0.1906605,typical
3.60012,0.057202525,typical
3.6101203,0.15389906,typical
3.6201205,0.08265019,typical
3.630121,0.076542184,typical
3.6401212,0.11399835,typical
3.6501217,0.19526808,typical
3.660122,0.06299204,typical
3.6701224,0.084652185,typical
3.6801226,0.009828471,typical
3.6901228,0.14901987,typical
3.7001233,0.012668483,typical
3.7101235,0.107979536,typical
3.720124,0.12187558,typical
3.7301242,0.10835123,typical
3.7401247,0.123759404,typical
3.750125,0.042742528,typical
3.7601252,0.13186595,typical
3.7701256,0.08099091,typical
3.7801259,0.027503349,typical
3.7901263,0.028201662,typical
3.8001266,0.017016195,typical
3.810127,0.0710984,typical
3.8201272,0.07619719,typical
3.8301277,0.20105332,typical
3.840128,0.12884338,typical
3.8501282,0.11024602,typical
3.8601286,0.005493693,typical
3.8701289,0.1294249,typical
3.8801293,0.06241684,typical
3.8901296,0.113219514,typical
3.90013,0.17515048,typical
3.9101303,0.039154153,typical
3.9201307,0.120881066,typical
3.930131,0.15470591,typical
3.9401312,0.130512,typical
3.9501317,0.09076048,typical
3.960132,0.059672326,typical
3.9701324,0.084775396,typical
3.9801326,0.040868673,typical
3.990133,0.117584035,typical
4.0001335,0.02033148,typical
4.0101337,0.043078836,typical
4.020134,0.10794584,typical
4.030134,0.058083236,typical
4.0401344,0.04009753,typical
4.050135,0.14430237,typical
4.0601354,0.07675134,typical
4.0701356,0.121247634,typical
4.080136,0.24578471,typical
4.090136,0.053970806,typical
4.1001368,0.08946529,typical
4.110137,0.21908833,typical
4.120137,0.08217328,typical
4.1301374,0.019714624,typical
4.140138,0.013269134,typical
4.1501384,0.080777705,typical
4.1601386,0.06385887,typical
4.170139,0.050345145,typical
4.180139,0.06238694,typical
4.19014,0.06756312,typical
4.20014,0.052732058,typical
4.21014,0.07934461,typical
4.2201405,0.067552716,typical
4.230141,0.043381296,typical
4.2401414,0.11570964,typical
4.2501416,0.028964221,typical
4.260142,0.10616268,typical
4.270142,0.11942139,typical
4.280143,0.087733895,typical
4.290143,0.09350272,typical
4.3001432,0.11338143,typical
4.3101435,0.13040403,typical
4.3201437,0.2351093,typical
4.3301444,0.30421653,typical
4.3401446,0.44354603,typical
4.350145,0.48441353,typical
4.360145,0.38989002,typical
4.370146,0.35461417,typical
4.380146,0.284207,typical
4.3901463,0.1551007,typical
4.4001465,0.070766665,typical
4.4101467,-0.0077029094,typical
4.4201474,0.0872289,typical
4.4301476,0.05036589,typical
4.440148,0.07802995,typical
4.450148,0.022869308,typical
4.460149,0.11117508,typical
4.470149,0.06659593,typical
4.4801493,0.11088381,typical
4.4901495,0.02850473,typical
4.5001497,0.06673501,typical
4.5101504,0.054459084,typical
4.5201507,0.028792795,typical
4.530151,0.061492156,typical
4.540151,0.015312232,typical
4.550152,0.017116267,typical
4.560152,-0.018632643,typical
4.5701523,-0.028986357,typical
4.5801525,0.1252818,typical
4.5901527,0.05360482,typical
4.6001534,0.08181537,typical
4.6101537,-0.05672008,typical
4.620154,0.036049433,typical
4.630154,0.050501805,typical
4.640155,0.13813655,typical
4.650155,-0.038155865,typical
4.6601553,0.10870787,typical
4.6701555,0.079419054,typical
4.6801558,0.11005604,typical
4.6901565,-0.03102659,typical
4.7001567,0.10644238,typical
4.710157,0.008143812,typical
4.720157,-0.021614488,typical
4.7301574,-0.03821451,typical
4.740158,0.099372014,typical
4.7501583,-0.052984286,typical
4.7601585,0.007328801,typical
4.770159,0.06712159,typical
4.7801595,0.04800268,typical
4.7901597,0.06897838,typical
4.80016,0.0064409524,typical
4.81016,-0.01601822,typical
4.8201604,0.072685614,typical
4.830161,-0.012871746,typical
4.8401613,0.0030628406,typical
4.8501616,0.07634263,typical
4.860162,0.07261494,typical
4.8701625,0.058535293,typical
4.8801627,0.05859026,typical
4.890163,0.0642154,typical
4.900163,0.10199432,typical
4.9101634,-0.026154744,typical
4.920164,0.15129855,typical
4.9301643,0.064125046,typical
4.9401646,0.03944053,typical
4.950165,-0.0038998742,typical
4.960165,0.051326342,typical
4.9701657,-0.022552649,typical
4.980166,0.10697402,typical
4.990166,0.045971934,typical
5.0001664,0.02799098,typical
5.010167,0.15793248,typical
5.0201674,-0.033398516,typical
5.0301676,-0.05338961,typical
5.040168,0.004755201,typical
5.050168,-0.02338276,typical
5.0601687,0.09898147,typical
5.070169,0.12767485,typical
5.080169,0.012161504,typical
5.0901694,0.01676507,typical
5.10017,-0.0013126917,typical
5.1101704,0.16024448,typical
5.1201706,0.017792732,typical
5.130171,0.04266239,typical
5.140171,0.068599775,typical
5.1501718,0.12295061,typical
5.160172,0.08576419,typical
5.170172,0.012199313,typical
5.1801724,0.1746969,typical
5.190173,0.30717382,typical
5.2001734,0.3501343,typical
5.2101736,0.4352588,typical
5.220174,0.24269317,typical
5.230174,0.17784844,typical
5.240175,0.1134506,typical
5.250175,0.19283445,typical
5.260175,0.026997983,typical
5.2701755,-0.031075634,typical
5.280176,-0.014675682,typical
5.2901764,-0.014886381,typical
5.3001766,-0.0006459104,typical
5.310177,0.07562716,typical
5.320177,0.066849634,typical
5.330178,0.07650217,typical
5.340178,-0.00019710301,typical
5.3501782,-0.060285233,typical
5.3601785,-0.017701918,typical
5.3701787,-0.02526434,typical
5.3801794,-0.017012687,typical
5.3901796,0.09690428,typical
5.40018,0.08119121,typical
5.41018,-0.101773515,typical
5.420181,-0.05052203,typical
5.430181,0.009256704,typical
5.4401813,-0.049304266,typical
5.4501815,-0.015851323,typical
5.4601817,-0.013889076,typical
5.4701824,-0.0342,typical
5.4801826,-0.034953758,typical
5.490183,-0.0240286,typical
5.500183,-0.14638084,typical
5.510184,0.04860778,typical
5.520184,-0.027795142,typical
5.5301843,-0.008635651,typical
5.5401845,-0.07094042,typical
5.5501847,0.011664494,typical
5.5601854,-0.018562835,typical
5.5701857,0.099201426,typical
5.580186,0.034606736,typical
5.590186,-0.040076364,typical
5.6001863,-0.021419669,typical
5.610187,-0.046348292,typical
5.6201873,-0.010942375,typical
5.6301875,-0.04630259,typical
5.6401877,-0.024377484,typical
5.6501884,0.040155906,typical
5.6601887,-0.06464653,typical
5.670189,-0.06545157,typical
5.680189,0.04264187,typical
5.6901894,-0.03728994,typical
5.70019,-0.05202549,typical
5.7101903,0.024052845,typical
5.7201905,0.017330972,typical
5.7301908,0.014694095,typical
5.7401915,0.0036773589,typical
5.7501917,-0.06990742,typical
5.760192,-0.055094205,typical
5.770192,0.05546637,typical
5.7801924,0.031962834,typical
5.790193,-0.056748845,typical
5.8001933,-0.01836723,typical
5.8101935,0.034788318,typical
5.820194,0.032012306,typical
5.8301945,-0.061501324,typical
5.8401947,-0.068315625,typical
5.850195,-0.0791437,typical
5.860195,0.0070689917,typical
5.8701954,-0.019587941,typical
5.880196,0.023684157,typical
5.8901963,-0.06999946,typical
5.9001966,-0.12284091,typical
5.910197,-0.09698211,typical
5.9201975,-0.08908497,typical
5.9301977,-0.06727885,typical
5.940198,-0.07727641,typical
5.950198,0.008793455,typical
5.9601984,-0.09125154,typical
5.970199,-0.06290272,typical
5.9801993,-0.016420959,typical
5.9901996,-0.06129799,typical
6.0002,-0.07809897,typical
6.0102,0.053276625,typical
6.0202007,0.10956463,typical
6.030201,0.24829559,typical
6.040201,0.33416578,typical
6.0502014,0.34867987,typical
6.060202,0.30727988,typical
6.0702024,0.16088262,typical
6.0802026,0.09171893,typical
6.090203,0.040872548,typical
6.100203,0.03364895,typical
6.1102037,-0.05094743,typical
6.120204,0.038049214,typical
6.130204,-0.046309393,typical
6.1402044,-0.06602111,typical
6.150205,-0.14139503,typical
6.1602054,-0.006297704,typical
6.1702056,-0.009737648,typical
6.180206,0.09006788,typical
6.190206,0.0034148097,typical
6.2002068,0.010658193,typical
6.210207,-0.09175186,typical
6.220207,-0.029593376,typical
6.2302074,-0.12578544,typical
6.2402077,-0.050220646,typical
6.2502084,-0.04490612,typical
6.2602086,0.04589344,typical
6.270209,-0.029239122,typical
6.280209,-0.05403482,typical
6.29021,-0.10236436,typical
6.30021,-0.027928717,typical
6.31021,-0.09437998,typical
6.3202105,-0.060848616,typical
6.3302107,-0.1449669,typical
6.3402114,0.038366992,typical
6.3502116,-0.14784232,typical
6.360212,-0.05998841,typical
6.370212,0.019261122,typical
6.380213,-0.1268391,typical
6.390213,-0.022185493,typical
6.4002132,-0.099310465,typical
6.4102135,-0.023901477,typical
6.4202137,-0.07935726,typical
6.4302144,-0.15715328,typical
6.4402146,-0.13671803,typical
6.450215,0.017141856,typical
6.460215,0.014668889,typical
6.470216,-0.06476242,typical
6.480216,-0.19087097,typical
6.4902163,0.023899756,typical
6.5002165,-0.18190011,typical
6.5102167,-0.09970975,typical
6.5202174,-0.08284804,typical
6.5302176,-0.14690068,typical
6.540218,0.01832077,typical
6.550218,-0.098435596,typical
6.560219,-0.04442928,typical
6.570219,-0.14897092,typical
6.5802193,-0.09022274,typical
6.5902195,-0.059559405,typical
6.6002197,,typical
6.6102204,,typical
6.6202207,,typical
6.630221,,typical
6.640221,,typical
6.6502213,,typical
6.660222,,typical
6.6702223,,typical
6.6802225,,typical
6.6902227,,typical
6.7002234,,typical
6.7102237,,typical
6.720224,,typical
6.730224,,typical
6.7402244,,typical
6.750225,,typical
6.7602253,,typical
6.7702255,,typical
6.7802258,,typical
6.7902265,,typical
6.8002267,,typical
6.810227,,typical
6.820227,,typical
6.8302274,,typical
6.840228,,typical
6.8502283,,typical
6.8602285,,typical
6.870229,,typical
6.880229,,typical
6.8902297,,typical
6.90023,,typical
6.91023,,typical
6.9202304,,typical
6.930231,,typical
6.9402313,,typical
6.9502316,,typical
6.960232,,typical
6.970232,,typical
6.9802327,,typical
6.990233,,typical
7.000233,,typical
7.0102334,,typical
7.020234,,typical
7.0302343,,typical
7.0402346,,typical
7.050235,,typical
7.060235,,typical
7.0702357,,typical
7.080236,,typical
7.090236,,typical
7.1002364,,typical
7.110237,,typical
7.1202374,,typical
7.1302376,,typical
7.140238,,typical
7.150238,,typical
7.1602387,,typical
7.170239,,typical
7.180239,,typical
7.1902394,,typical
7.20024,,typical
7.2102404,,typical
7.2202406,,typical
7.230241,,typical
7.240241,,typical
7.2502418,,typical
7.260242,,typical
7.270242,,typical
7.2802424,,typical
7.2902427,,typical
7.3002434,,typical
7.3102436,,typical
7.320244,,typical
7.330244,,typical
7.340245,,typical
7.350245,,typical
7.360245,,typical
7.3702455,,typical
7.3802457,,typical
7.3902464,,typical
7.4002466,,typical
7.410247,,typical
7.420247,,typical
7.430248,,typical
7.440248,,typical
7.4502482,,typical
7.4602485,,typical
7.4702487,,typical
7.4802494,,typical
7.4902496,,typical
7.50025,,typical
7.51025,,typical
7.5202503,,typical
7.530251,,typical
7.5402513,,typical
7.5502515,,typical
7.5602517,,typical
7.5702524,,typical
7.5802526,,typical
7.590253,,typical
7.600253,,typical
7.6102533,,typical
7.620254,,typical
7.6302543,,typical
7.6402545,,typical
7.6502547,,typical
7.6602554,,typical
7.6702557,,typical
7.680256,,typical
7.690256,,typical
7.7002563,,typical
7.710257,,typical
7.7202573,,typical
7.7302575,,typical
7.7402577,,typical
7.7502584,,typical
7.7602587,,typical
7.770259,,typical
7.780259,,typical
7.7902594,,typical
7.80026,,typical
7.8102603,,typical
7.8202605,,typical
7.8302608,,typical
7.8402615,,typical
7.8502617,,typical
7.860262,,typical
7.870262,,typical
7.8802624,,typical
7.890263,,typical
7.9002633,,typical
7.9102635,-0.23641647,typical
7.920264,-0.2255239,typical
7.930264,-0.13087791,typical
7.9402647,-0.14643387,typical
7.950265,-0.17580268,typical
7.960265,-0.15468092,typical
7.9702654,-0.119629316,typical
7.980266,-0.18358482,typical
7.9902663,-0.1699549,typical
8.000267,-0.19756743,typical
8.010267,-0.14097795,typical
8.0202675,-0.13248885,typical
8.030268,-0.10128489,typical
8.040268,-0.074925505,typical
8.050268,-0.25873414,typical
8.060268,-0.07861218,typical
8.070269,-0.12309478,typical
8.080269,-0.18966731,typical
8.090269,-0.16658434,typical
8.10027,-0.12582885,typical
8.1102705,-0.1852894,typical
8.120271,-0.1668385,typical
8.130271,-0.19464603,typical
8.140271,-0.15024489,typical
8.150271,-0.20739077,typical
8.160272,-0.20515102,typical
8.170272,-0.23455262,typical
8.180272,-0.13183722,typical
8.190273,-0.1688121,typical
8.2002735,-0.1788582,typical
8.210274,-0.1149792,typical
8.220274,-0.15687281,typical
8.230274,-0.15363239,typical
8.240274,-0.07574963,typical
8.250275,-0.1875653,typical
8.260275,-0.1393134,typical
8.270275,-0.22637634,typical
8.280276,-0.16144809,typical
8.290277,-0.04041888,typical
8.300277,0.0065137595,typical
8.310277,-0.025462747,typical
8.320277,-0.17579155,typical
8.330277,-0.25663358,typical
8.340278,-0.26659334,typical
8.350278,-0.12940477,typical
8.360278,-0.16464531,typical
8.370279,-0.13484663,typical
8.38028,-0.24478662,typical
8.39028,-0.17801693,typical
8.40028,-0.1681794,typical
8.41028,-0.15759048,typical
8.42028,-0.14374542,typical
8.430281,-0.2691217,typical
8.440281,-0.1577272,typical
8.450281,-0.11118163,typical
8.460282,-0.22361521,typical
8.470283,-0.11049254,typical
8.480283,-0.15572444,typical
8.490283,-0.17120919,typical
8.500283,-0.12999754,typical
8.510283,-0.11459905,typical
8.520284,-0.15779445,typical
8.530284,-0.23616472,typical
8.540284,-0.17642778,typical
8.550285,-0.075741395,typical
8.560286,0.03180164,typical
8.570286,0.20716839,typical
8.580286,0.19254556,typical
8.590286,0.23465078,typical
8.6002865,0.087003335,typical
8.610287,0.006442696,typical
8.620287,-0.055892818,typical
8.630287,-0.17018741,typical
8.640287,-0.17836073,typical
8.650289,-0.12077388,typical
8.660289,-0.14625238,typical
8.670289,-0.15170622,typical
8.680289,-0.10027021,typical
8.6902895,-0.18530214,typical
8.70029,-0.080619805,typical
8.71029,-0.23238418,typical
8.72029,-0.20071335,typical
8.73029,-0.18579406,typical
8.740292,-0.18917187,typical
8.750292,-0.3111844,typical
8.760292,-0.20689023,typical
8.770292,-0.21915287,typical
8.7802925,-0.20293768,typical
8.790293,-0.2163981,typical
8.800293,-0.21275629,typical
8.810293,-0.19502491,typical
8.820293,-0.22660297,typical
8.830295,-0.21256705,typical
8.840295,-0.24307767,typical
8.850295,-0.10862738,typical
8.860295,-0.20107199,typical
8.870296,-0.15652056,typical
8.880296,-0.23460034,typical
8.890296,-0.19075613,typical
8.900296,-0.21155594,typical
8.910296,-0.23384017,typical
8.920298,-0.18502825,typical
8.930298,-0.1960043,typical
8.940298,-0.21651098,typical
8.950298,-0.1555534,typical
8.960299,-0.12675312,typical
8.970299,-0.13142145,typical
8.980299,-0.1544873,typical
8.990299,-0.21334732,typical
9.000299,-0.2017192,typical
9.010301,-0.13558938,typical
9.020301,-0.2101068,typical
9.030301,-0.2209072,typical
9.040301,-0.22286735,typical
9.050302,-0.13978113,typical
9.060302,-0.24839897,typical
9.070302,-0.21442538,typical
9.080302,-0.19926006,typical
9.090302,-0.17457172,typical
9.100304,-0.121949315,typical
9.110304,-0.141129,typical
9.120304,-0.1675219,typical
9.130304,-0.19684644,typical
9.140305,-0.15826674,typical
9.150305,0.01838459,typical
9.160305,-0.09041306,typical
9.170305,-0.19493908,typical
9.1803055,-0.18288024,typical
9.190307,-0.13218641,typical
9.200307,-0.11065775,typical
9.210307,-0.2309374,typical
9.220307,-0.16653189,typical
9.230308,-0.17891082,typical
9.240308,-0.21831912,typical
9.250308,-0.24342811,typical
9.260308,-0.10221905,typical
9.2703085,-0.25916564,typical
9.28031,-0.21721798,typical
9.29031,-0.08667376,typical
9.30031,-0.092067584,typical
9.31031,-0.2858693,typical
9.320311,-0.21912652,typical
9.330311,-0.15160829,typical
9.340311,-0.111803554,typical
9.350311,-0.19047871,typical
9.3603115,-0.2077263,typical
9.370312,-0.22838295,typical
9.380313,-0.18153568,typical
9.390313,-0.19045232,typical
9.400313,-0.08615891,typical
9.410314,-0.05540608,typical
9.420314,0.19858044,typical
9.430314,0.16364816,typical
9.440314,0.17857318,typical
9.4503145,0.15826757,typical
9.460315,-0.07116563,typical
9.470316,-0.21882477,typical
9.480316,-0.16659892,typical
9.490316,-0.19078046,typical
9.500317,-0.19690771,typical
9.510317,-0.15620577,typical
9.520317,-0.18625663,typical
9.530317,-0.17265879,typical
9.540318,-0.23920712,typical
9.550318,-0.16975376,typical
9.560319,-0.1905774,typical
9.570319,-0.17374754,typical
9.580319,-0.19592802,typical
9.59032,-0.32534844,typical
9.60032,-0.1578948,typical
9.61032,-0.32705593,typical
9.62032,-0.24906951,typical
9.630321,-0.20496657,typical
9.640321,-0.14495821,typical
9.650322,-0.17524719,typical
9.660322,-0.183088,typical
9.670322,-0.13244864,typical
9.680323,-0.10471801,typical
9.690323,-0.2260676,typical
9.700323,-0.21631867,typical
9.710323,-0.25408885,typical
9.720324,-0.20309119,typical
9.730324,-0.20427886,typical
9.740325,-0.19268513,typical
9.750325,-0.22488849,typical
9.760325,-0.15799621,typical
9.770326,-0.24351473,typical
9.780326,-0.18768927,typical
9.790326,-0.29031774,typical
9.800326,-0.20202346,typical
9.810327,-0.20035297,typical
9.820327,-0.09746607,typical
9.830328,-0.1617038,typical
9.840328,-0.2377299,typical
9.850328,-0.26332873,typical
