Time_Seconds,BVP,Stress_Label
1.4600487,-0.24096018,typical
1.470049,-0.30277178,typical
1.4800494,-0.40478757,typical
1.4900496,-0.47278243,typical
1.50005,-0.44258466,typical
1.5100503,-0.51148444,typical
1.5200506,-0.58699507,typical
1.530051,-0.63957864,typical
1.5400513,-0.662645,typical
1.5500517,-0.7534015,typical
1.5600519,-0.7749197,typical
1.5700523,-0.8010425,typical
1.5800526,-0.8780543,typical
1.590053,-0.8676419,typical
1.6000533,-0.88298434,typical
1.6100537,-0.94161665,typical
1.620054,-0.95114386,typical
1.6300544,-0.980962,typical
1.6400547,-1.009599,typical
1.6500549,-0.9984165,typical
1.6600553,-0.9762525,typical
1.6700556,-1.0048517,typical
1.680056,-1.0147283,typical
1.6900563,-0.9864725,typical
1.7000567,-0.95591384,typical
1.710057,-0.9391936,typical
1.7200572,-0.90699506,typical
1.7300576,-0.917859,typical
1.740058,-0.87935996,typical
1.7500583,-0.8457725,typical
1.7600586,-0.80923647,typical
1.770059,-0.7638053,typical
1.7800593,-0.72095966,typical
1.7900597,-0.64935935,typical
1.80006,-0.65524656,typical
1.8100603,-0.5555632,typical
1.8200606,-0.5177525,typical
1.830061,-0.42842832,typical
1.8400613,-0.398535,typical
1.8500617,-0.31651416,typical
1.860062,-0.2659787,typical
1.8700624,-0.1742138,typical
1.8800626,-0.08379554,typical
1.8900629,-0.0452268,typical
1.9000633,-0.039758187,typical
1.9100636,0.057857413,typical
1.920064,0.10995238,typical
1.9300643,0.18264398,typical
1.9400647,0.27696592,typical
1.950065,0.34288636,typical
1.9600654,0.3702921,typical
1.9700656,0.43950453,typical
1.980066,0.5341159,typical
1.9900663,0.59930724,typical
2.0000668,0.56855935,typical
2.010067,0.640529,typical
2.0200672,0.7131667,typical
2.0300677,0.7459422,typical
2.040068,0.7890122,typical
2.0500684,0.8324417,typical
2.0600686,0.89501953,typical
2.070069,0.93618506,typical
2.0800693,0.9468148,typical
2.0900695,0.98389244,typical
2.10007,0.95629054,typical
2.1100702,0.9842869,typical
2.1200707,1.0101107,typical
2.130071,0.9888841,typical
2.1400714,0.99450403,typical
2.1500716,0.96840537,typical
2.1600718,0.9551128,typical
2.1700723,0.9739563,typical
2.1800725,0.94472224,typical
2.190073,0.90293765,typical
2.2000732,0.9320293,typical
2.2100737,0.89011395,typical
2.220074,0.87223965,typical
2.2300744,0.82959825,typical
2.2400746,0.767659,typical
2.2500749,0.74732614,typical
2.2600753,0.6909513,typical
2.2700756,0.62200654,typical
2.280076,0.55256623,typical
2.2900763,0.5197116,typical
2.3000767,0.53501266,typical
2.310077,0.45337254,typical
2.3200774,0.38919288,typical
2.3300776,0.31868103,typical
2.3400779,0.23854971,typical
2.3500783,0.11086638,typical
2.3600786,0.116178766,typical
2.370079,0.04392743,typical
2.3800793,-0.024972595,typical
2.3900797,-0.11643016,typical
2.40008,-0.13837549,typical
2.4100802,-0.20422763,typical
2.4200807,-0.2468461,typical
2.430081,-0.30988574,typical
2.4400814,-0.42097792,typical
2.4500816,-0.43963054,typical
2.460082,-0.56664896,typical
2.4700823,-0.58652735,typical
2.4800825,-0.6291213,typical
2.490083,-0.7059603,typical
2.5000832,-0.696959,typical
2.5100837,-0.75618887,typical
2.520084,-0.80046165,typical
2.5300844,-0.86245555,typical
2.5400846,-0.9104075,typical
2.550085,-0.930996,typical
2.5600853,-0.93105835,typical
2.5700855,-0.949622,typical
2.580086,-0.95110023,typical
2.5900862,-0.96767175,typical
2.6000867,-0.9788272,typical
2.610087,-0.9519848,typical
2.6200874,-0.982741,typical
2.6300876,-0.9928181,typical
2.640088,-0.9668782,typical
2.6500883,-0.9498268,typical
2.6600885,-0.9629992,typical
2.670089,-0.9118822,typical
2.6800892,-0.8917837,typical
2.6900897,-0.856344,typical
2.70009,-0.87986755,typical
2.7100904,-0.84359306,typical
2.7200906,-0.76014763,typical
2.7300909,-0.7244466,typical
2.7400913,-0.68118185,typical
2.7500916,-0.59399295,typical
2.760092,-0.560548,typical
2.7700922,-0.5468757,typical
2.7800927,-0.40838665,typical
2.790093,-0.3591111,typical
2.8000932,-0.3741488,typical
2.8100936,-0.27008027,typical
2.8200939,-0.2172388,typical
2.8300943,-0.17426854,typical
2.8400946,-0.06821902,typical
2.850095,0.0053280415,typical
2.8600953,0.07427302,typical
2.8700957,0.15719624,typical
2.880096,0.2388936,typical
2.8900962,0.27561748,typical
2.9000967,0.29641077,typical
2.910097,0.35068253,typical
2.9200974,0.4141853,typical
2.9300976,0.49307284,typical
2.940098,0.5596292,typical
2.9500983,0.585786,typical
2.9600987,0.6698492,typical
2.970099,0.70396596,typical
2.9800992,0.8029013,typical
2.9900997,0.845981,typical
3.0001,0.80795014,typical
3.0101004,0.8263732,typical
3.0201006,0.8703604,typical
3.030101,0.9156507,typical
3.0401013,0.9450384,typical
3.0501015,0.96123564,typical
3.060102,0.9490172,typical
3.0701022,0.99341077,typical
3.0801027,0.9844617,typical
3.090103,1.037034,typical
3.1001034,1.0058091,typical
3.1101036,1.0301485,typical
3.1201038,0.9675181,typical
3.1301043,0.97535586,typical
3.1401045,0.95213026,typical
3.150105,0.91930467,typical
3.1601052,0.9061157,typical
3.1701057,0.8924946,typical
3.180106,0.77729434,typical
3.1901064,0.7968941,typical
3.2001066,0.76522875,typical
3.2101068,0.7298146,typical
3.2201073,0.66631144,typical
3.2301075,0.63547546,typical
3.240108,0.5636128,typical
3.2501082,0.46063435,typical
3.2601087,0.402044,typical
3.270109,0.35451576,typical
3.2801094,0.27769798,typical
3.2901096,0.21879289,typical
3.3001099,0.23080805,typical
3.3101103,0.13204873,typical
3.3201106,0.06955381,typical
3.330111,-0.03890108,typical
3.3401113,-0.084990606,typical
3.3501117,-0.14968203,typical
3.360112,-0.22212742,typical
3.3701122,-0.2749777,typical
3.3801126,-0.3457931,typical
3.3901129,-0.4303295,typical
3.4001133,-0.4190945,typical
3.4101136,-0.49859676,typical
3.420114,-0.524773,typical
3.4301143,-0.62333584,typical
3.4401145,-0.6559424,typical
3.450115,-0.7506767,typical
3.4601152,-0.7911615,typical
3.4701157,-0.7865965,typical
3.480116,-0.8783831,typical
3.4901164,-0.9324118,typical
3.5001166,-0.91258717,typical
3.510117,-0.9144959,typical
3.5201173,-0.9659384,typical
3.5301175,-0.9475934,typical
3.540118,-0.97370577,typical
3.5501182,-1.0236195,typical
3.5601187,-0.9772097,typical
3.570119,-1.0226918,typical
3.5801194,-0.9808694,typical
3.5901196,-0.9847352,typical
3.60012,-0.9865783,typical
3.6101203,-0.98474514,typical
3.6201205,-0.94327044,typical
3.630121,-0.88877344,typical
3.6401212,-0.8835847,typical
3.6501217,-0.8731939,typical
3.660122,-0.8083635,typical
3.6701224,-0.74943155,typical
3.6801226,-0.73969465,typical
3.6901228,-0.67118305,typical
3.7001233,-0.6538844,typical
3.7101235,-0.59774476,typical
3.720124,-0.5400861,typical
3.7301242,-0.4926373,typical
3.7401247,-0.45939875,typical
3.750125,-0.3579017,typical
3.7601252,-0.2679936,typical
3.7701256,-0.17535433,typical
3.7801259,-0.092454985,typical
3.7901263,-0.07928845,typical
3.8001266,-0.040037803,typical
3.810127,0.0047165835,typical
3.8201272,0.06856451,typical
3.8301277,0.12225618,typical
3.840128,0.2429382,typical
3.8501282,0.27792925,typical
3.8601286,0.35824233,typical
3.8701289,0.4437167,typical
3.8801293,0.49548447,typical
3.8901296,0.57393277,typical
3.90013,0.594405,typical
3.9101303,0.62380177,typical
3.9201307,0.6769401,typical
3.930131,0.6888341,typical
3.9401312,0.7590343,typical
3.9501317,0.7794227,typical
3.960132,0.8727629,typical
3.9701324,0.903509,typical
3.9801326,0.9170755,typical
3.990133,0.923038,typical
4.0001335,0.9090523,typical
4.0101337,0.97848725,typical
4.020134,0.957589,typical
4.030134,1.0116959,typical
4.0401344,1.0070218,typical
4.050135,1.0523229,typical
4.0601354,0.96604395,typical
4.0701356,1.0127009,typical
4.080136,0.95297724,typical
4.090136,0.9263595,typical
4.1001368,0.94787383,typical
4.110137,0.9129245,typical
4.120137,0.8717701,typical
4.1301374,0.8209061,typical
4.140138,0.79299575,typical
4.1501384,0.7891506,typical
4.1601386,0.7197389,typical
4.170139,0.6305562,typical
4.180139,0.5586109,typical
4.19014,0.5195683,typical
4.20014,0.5195186,typical
4.21014,0.47487244,typical
4.2201405,0.38019627,typical
4.230141,0.34057403,typical
4.2401414,0.28507578,typical
4.2501416,0.20917222,typical
4.260142,0.11945473,typical
4.270142,0.05079091,typical
4.280143,-0.016688166,typical
4.290143,-0.08828531,typical
4.3001432,-0.07515668,typical
4.3101435,-0.14284742,typical
4.3201437,-0.2518771,typical
4.3301444,-0.29533643,typical
4.3401446,-0.36125872,typical
4.350145,-0.42801902,typical
4.360145,-0.48927733,typical
4.370146,-0.56965023,typical
4.380146,-0.6464312,typical
4.3901463,-0.7041918,typical
4.4001465,-0.6559579,typical
4.4101467,-0.75454146,typical
4.4201474,-0.7683945,typical
4.4301476,-0.8649861,typical
4.440148,-0.8765154,typical
4.450148,-0.93063575,typical
4.460149,-0.94452566,typical
4.470149,-0.9392524,typical
4.4801493,-0.9698152,typical
4.4901495,-1.0053805,typical
4.5001497,-0.99749947,typical
4.5101504,-1.0455972,typical
4.5201507,-1.01441,typical
4.530151,-0.95367914,typical
4.540151,-1.0356044,typical
4.550152,-0.97775716,typical
4.560152,-0.9229667,typical
4.5701523,-0.93719375,typical
4.5801525,-0.9302885,typical
4.5901527,-0.8954477,typical
4.6001534,-0.8714358,typical
4.6101537,-0.8337337,typical
4.620154,-0.8095655,typical
4.630154,-0.7485372,typical
4.640155,-0.70523834,typical
4.650155,-0.64188015,typical
4.6601553,-0.56135404,typical
4.6701555,-0.5441148,typical
4.6801558,-0.42748412,typical
4.6901565,-0.43019104,typical
4.7001567,-0.4007596,typical
4.710157,-0.309128,typical
4.720157,-0.24996857,typical
4.7301574,-0.1802584,typical
4.740158,-0.083015256,typical
4.7501583,-0.04707634,typical
4.7601585,-0.0016417764,typical
4.770159,0.13954392,typical
4.7801595,0.17910326,typical
4.7901597,0.2619675,typical
4.80016,0.24842921,typical
4.81016,0.30267113,typical
4.8201604,0.37684083,typical
4.830161,0.4868228,typical
4.8401613,0.5158786,typical
4.8501616,0.5829628,typical
4.860162,0.61762077,typical
4.8701625,0.66861725,typical
4.8801627,0.7582461,typical
4.890163,0.7723567,typical
4.900163,0.7787006,typical
4.9101634,0.8434658,typical
4.920164,0.89453065,typical
4.9301643,0.86527336,typical
4.9401646,0.95677006,typical
4.950165,0.91790885,typical
4.960165,1.0107102,typical
4.9701657,0.9838717,typical
4.980166,1.0002954,typical
4.990166,0.9633313,typical
5.0001664,0.9789099,typical
5.010167,0.980602,typical
5.0201674,0.99366355,typical
5.0301676,0.9473228,typical
5.040168,0.97151464,typical
5.050168,0.92026615,typical
5.0601687,0.9110314,typical
5.070169,0.8732461,typical
5.080169,0.82224584,typical
5.0901694,0.77841425,typical
5.10017,0.7710448,typical
5.1101704,0.7023249,typical
5.1201706,0.6727056,typical
5.130171,0.60391706,typical
5.140171,0.60822004,typical
5.1501718,0.5107171,typical
5.160172,0.46953624,typical
5.170172,0.3911528,typical
5.1801724,0.33507273,typical
5.190173,0.27462435,typical
5.2001734,0.2708596,typical
5.2101736,0.20871808,typical
5.220174,0.12169772,typical
5.230174,0.012513766,typical
5.240175,-0.0742178,typical
5.250175,-0.14445531,typical
5.260175,-0.19180378,typical
5.2701755,-0.24192579,typical
5.280176,-0.33535817,typical
5.2901764,-0.3915902,typical
5.3001766,-0.42371246,typical
5.310177,-0.4385892,typical
5.320177,-0.53605914,typical
5.330178,-0.5980306,typical
5.340178,-0.61618173,typical
5.3501782,-0.6755035,typical
5.3601785,-0.75192136,typical
5.3701787,-0.7955739,typical
5.3801794,-0.82528,typical
5.3901796,-0.93345684,typical
5.40018,-0.8451439,typical
5.41018,-0.8895679,typical
5.420181,-0.98639786,typical
5.430181,-0.9555017,typical
5.4401813,-0.9824145,typical
5.4501815,-0.9895854,typical
5.4601817,-1.0041509,typical
5.4701824,-0.96576434,typical
5.4801826,-0.97442865,typical
5.490183,-0.9766337,typical
5.500183,-0.99545485,typical
5.510184,-1.0055344,typical
5.520184,-0.9434215,typical
5.5301843,-0.91790617,typical
5.5401845,-0.8988158,typical
5.5501847,-0.86541706,typical
5.5601854,-0.81714135,typical
5.5701857,-0.7601913,typical
5.580186,-0.73847073,typical
5.590186,-0.645668,typical
5.6001863,-0.683632,typical
5.610187,-0.6486782,typical
5.6201873,-0.5485699,typical
5.6301875,-0.5264458,typical
5.6401877,-0.40859878,typical
5.6501884,-0.36227173,typical
5.6601887,-0.29870313,typical
5.670189,-0.27689427,typical
5.680189,-0.15777305,typical
5.6901894,-0.101309694,typical
5.70019,-0.07816798,typical
5.7101903,-0.017683119,typical
5.7201905,0.027350375,typical
5.7301908,0.12879771,typical
5.7401915,0.19062579,typical
5.7501917,0.29269692,typical
5.760192,0.33003917,typical
5.770192,0.37960818,typical
5.7801924,0.4843682,typical
5.790193,0.52480793,typical
5.8001933,0.5345637,typical
5.8101935,0.5984875,typical
5.820194,0.6940165,typical
5.8301945,0.72038835,typical
5.8401947,0.7367106,typical
5.850195,0.8136493,typical
5.860195,0.84528166,typical
5.8701954,0.925817,typical
5.880196,0.94145894,typical
5.8901963,0.9165816,typical
5.9001966,0.9610617,typical
5.910197,0.92399216,typical
5.9201975,0.9574897,typical
5.9301977,0.99454576,typical
5.940198,1.0001926,typical
5.950198,1.0352358,typical
5.9601984,0.9956248,typical
5.970199,0.9912988,typical
5.9801993,0.9717092,typical
5.9901996,0.94724154,typical
6.0002,0.9469075,typical
6.0102,0.91503644,typical
6.0202007,0.9215289,typical
6.030201,0.85813874,typical
6.040201,0.7976605,typical
6.0502014,0.73183906,typical
6.060202,0.72203654,typical
6.0702024,0.6377292,typical
6.0802026,0.603004,typical
6.090203,0.5231079,typical
6.100203,0.59216285,typical
6.1102037,0.52266073,typical
6.120204,0.43698278,typical
6.130204,0.3771148,typical
6.1402044,0.28049254,typical
6.150205,0.24118851,typical
6.1602054,0.16588388,typical
6.1702056,0.07746851,typical
6.180206,0.00090471935,typical
6.190206,-0.036250807,typical
6.2002068,-0.089182176,typical
6.210207,-0.16233057,typical
6.220207,-0.19138286,typical
6.2302074,-0.304729,typical
6.2402077,-0.35989708,typical
6.2502084,-0.44672656,typical
6.2602086,-0.4781801,typical
6.270209,-0.53225833,typical
6.280209,-0.6231127,typical
6.29021,-0.66418606,typical
6.30021,-0.666917,typical
6.31021,-0.7167619,typical
6.3202105,-0.7900527,typical
6.3302107,-0.8052498,typical
6.3402114,-0.83781636,typical
6.3502116,-0.90813625,typical
6.360212,-0.91707903,typical
6.370212,-0.9203716,typical
6.380213,-0.9474351,typical
6.390213,-0.97255844,typical
6.4002132,-0.9677608,typical
6.4102135,-0.98550534,typical
6.4202137,-1.0425045,typical
6.4302144,-0.9972201,typical
6.4402146,-0.9793424,typical
6.450215,-0.98156655,typical
6.460215,-0.96045727,typical
6.470216,-0.9178855,typical
6.480216,-0.9099489,typical
6.4902163,-0.89160484,typical
6.5002165,-0.9193596,typical
6.5102167,-0.8457416,typical
6.5202174,-0.8395353,typical
6.5302176,-0.80688554,typical
6.540218,-0.7556166,typical
6.550218,-0.7003267,typical
6.560219,-0.61860824,typical
6.570219,-0.52646196,typical
6.5802193,-0.53350234,typical
6.5902195,-0.41788685,typical
6.6002197,-0.3891831,typical
6.6102204,-0.37058532,typical
6.6202207,-0.30473,typical
6.630221,-0.20244999,typical
6.640221,-0.114078894,typical
6.6502213,-0.040140837,typical
6.660222,-0.0035211956,typical
6.6702223,0.06134163,typical
6.6802225,0.16579321,typical
6.6902227,0.21282083,typical
6.7002234,0.21868744,typical
6.7102237,0.30711225,typical
6.720224,0.33922473,typical
6.730224,0.42694697,typical
6.7402244,0.501568,typical
6.750225,0.5409446,typical
6.7602253,0.5996971,typical
6.7702255,0.66217405,typical
6.7802258,0.7198197,typical
6.7902265,0.7442288,typical
6.8002267,0.7945302,typical
6.810227,0.77544504,typical
6.820227,0.86033493,typical
6.8302274,0.87071055,typical
6.840228,0.9110519,typical
6.8502283,0.94493765,typical
6.8602285,0.96607643,typical
6.870229,0.9796683,typical
6.880229,0.9741137,typical
6.8902297,1.0314662,typical
6.90023,0.98519975,typical
6.91023,0.99245876,typical
6.9202304,1.006221,typical
6.930231,0.96173847,typical
6.9402313,0.9619791,typical
6.9502316,0.967789,typical
6.960232,0.92766017,typical
6.970232,0.8863753,typical
6.9802327,0.8407416,typical
6.990233,0.7797495,typical
7.000233,0.8357711,typical
7.0102334,0.78413963,typical
7.020234,0.68987846,typical
7.0302343,0.68229645,typical
7.0402346,0.60418653,typical
7.050235,0.4960938,typical
7.060235,0.4922326,typical
7.0702357,0.42093715,typical
7.080236,0.35123354,typical
7.090236,0.31987312,typical
7.1002364,0.32035264,typical
7.110237,0.22585587,typical
7.1202374,0.11503124,typical
7.1302376,0.052430153,typical
7.140238,-0.0280082,typical
7.150238,-0.07778043,typical
7.1602387,-0.20656958,typical
7.170239,-0.2580358,typical
7.180239,-0.28048208,typical
7.1902394,-0.3929234,typical
7.20024,-0.33507967,typical
7.2102404,-0.4481543,typical
7.2202406,-0.52476937,typical
7.230241,-0.5608212,typical
7.240241,-0.642289,typical
7.2502418,-0.67330784,typical
7.260242,-0.73068327,typical
7.270242,-0.7776819,typical
7.2802424,-0.8467045,typical
7.2902427,-0.8770613,typical
7.3002434,-0.8243898,typical
7.3102436,-0.8769857,typical
7.320244,-0.93218887,typical
7.330244,-0.94878155,typical
7.340245,-0.9695099,typical
7.350245,-0.97250265,typical
7.360245,-0.9843983,typical
7.3702455,-1.0062366,typical
7.3802457,-1.0086817,typical
7.3902464,-0.98312044,typical
7.4002466,-0.9787799,typical
7.410247,-0.94368577,typical
7.420247,-0.95716494,typical
7.430248,-0.9455834,typical
7.440248,-0.9172213,typical
7.4502482,-0.88129765,typical
7.4602485,-0.8344381,typical
7.4702487,-0.7748781,typical
7.4802494,-0.7641841,typical
7.4902496,-0.74215645,typical
7.50025,-0.71503425,typical
7.51025,-0.64950144,typical
7.5202503,-0.6011112,typical
7.530251,-0.55872464,typical
7.5402513,-0.48109844,typical
7.5502515,-0.41541862,typical
7.5602517,-0.3466366,typical
7.5702524,-0.2738162,typical
7.5802526,-0.21051702,typical
7.590253,-0.14090285,typical
7.600253,-0.16104513,typical
7.6102533,-0.04741854,typical
7.620254,0.015810639,typical
7.6302543,0.075461715,typical
7.6402545,0.18592332,typical
7.6502547,0.26152548,typical
7.6602554,0.30639234,typical
7.6702557,0.40067646,typical
7.680256,0.46098563,typical
7.690256,0.47789824,typical
7.7002563,0.5337873,typical
7.710257,0.58194464,typical
7.7202573,0.64401597,typical
7.7302575,0.69526976,typical
7.7402577,0.7398004,typical
7.7502584,0.7730635,typical
7.7602587,0.8050312,typical
7.770259,0.88964206,typical
7.780259,0.9063479,typical
7.7902594,0.92219657,typical
7.80026,0.9313377,typical
7.8102603,0.9425038,typical
7.8202605,1.0065299,typical
7.8302608,1.0270852,typical
7.8402615,0.9698684,typical
7.8502617,0.97033197,typical
7.860262,0.97512215,typical
7.870262,0.9762085,typical
7.8802624,0.9804526,typical
7.890263,0.96145535,typical
7.9002633,0.9517039,typical
7.9102635,0.94097674,typical
7.920264,0.89509404,typical
7.930264,0.8579098,typical
7.9402647,0.82570744,typical
7.950265,0.8115953,typical
7.960265,0.76271904,typical
7.9702654,0.68848276,typical
7.980266,0.6355147,typical
7.9902663,0.6134679,typical
8.000267,0.5980969,typical
8.010267,0.49831653,typical
8.0202675,0.4795494,typical
8.030268,0.38341886,typical
8.040268,0.30113712,typical
8.050268,0.25577092,typical
8.060268,0.16791712,typical
8.070269,0.10206661,typical
8.080269,0.029582713,typical
8.090269,-0.040757373,typical
8.10027,-0.03633811,typical
8.1102705,-0.0899054,typical
8.120271,-0.20765236,typical
8.130271,-0.24654572,typical
8.140271,-0.321395,typical
8.150271,-0.3941135,typical
8.160272,-0.42799073,typical
8.170272,-0.53073364,typical
8.180272,-0.59109336,typical
8.190273,-0.6454233,typical
8.2002735,-0.6451134,typical
8.210274,-0.7081894,typical
8.220274,-0.73126996,typical
8.230274,-0.79885286,typical
8.240274,-0.8458997,typical
8.250275,-0.92236495,typical
8.260275,-0.9014118,typical
8.270275,-0.9052186,typical
8.280276,-0.9353491,typical
8.290277,-0.98739517,typical
8.300277,-0.95145625,typical
8.310277,-0.9876571,typical
8.320277,-1.0101134,typical
8.330277,-1.0155807,typical
8.340278,-1.0012376,typical
8.350278,-0.9985953,typical
8.360278,-0.98695046,typical
8.370279,-0.93467665,typical
8.38028,-0.9372743,typical
8.39028,-0.90302896,typical
8.40028,-0.8881312,typical
8.41028,-0.87356037,typical
8.42028,-0.81693035,typical
8.430281,-0.81300795,typical
8.440281,-0.7391678,typical
8.450281,-0.69185376,typical
8.460282,-0.64108807,typical
8.470283,-0.59104013,typical
8.480283,-0.5159967,typical
8.490283,-0.47576994,typical
8.500283,-0.40506643,typical
8.510283,-0.35676947,typical
8.520284,-0.31140965,typical
8.530284,-0.28768182,typical
8.540284,-0.16429265,typical
8.550285,-0.062963285,typical
8.560286,-0.0036891997,typical
8.570286,0.01830316,typical
8.580286,0.112174205,typical
8.590286,0.18774143,typical
8.6002865,0.19192253,typical
8.610287,0.24660014,typical
8.620287,0.3152255,typical
8.630287,0.37232396,typical
8.640287,0.47434127,typical
8.650289,0.5680225,typical
8.660289,0.6039124,typical
8.670289,0.62950486,typical
8.680289,0.7022031,typical
8.6902895,0.7600271,typical
8.70029,0.7684009,typical
8.71029,0.77926916,typical
8.72029,0.8368199,typical
8.73029,0.84303796,typical
8.740292,0.90694815,typical
8.750292,0.9557543,typical
8.760292,0.95717615,typical
8.770292,0.97255534,typical
8.7802925,0.9835165,typical
8.790293,1.0146794,typical
8.800293,0.99363077,typical
8.810293,1.0091622,typical
8.820293,0.99482614,typical
8.830295,0.9762321,typical
8.840295,0.98039424,typical
8.850295,0.9857831,typical
8.860295,0.9197413,typical
8.870296,0.90007365,typical
8.880296,0.83636945,typical
8.890296,0.8269776,typical
8.900296,0.8628586,typical
8.910296,0.7871662,typical
8.920298,0.7052394,typical
8.930298,0.6641155,typical
8.940298,0.63947594,typical
8.950298,0.5554097,typical
8.960299,0.48157117,typical
8.970299,0.47526607,typical
8.980299,0.39629206,typical
8.990299,0.2893667,typical
9.000299,0.3328132,typical
9.010301,0.20992605,typical
9.020301,0.18781324,typical
9.030301,0.074380174,typical
9.040301,0.0019717924,typical
9.050302,-0.03230487,typical
9.060302,-0.11578102,typical
9.070302,-0.18649384,typical
9.080302,-0.26091853,typical
9.090302,-0.3407959,typical
9.100304,-0.37239686,typical
9.110304,-0.40653834,typical
9.120304,-0.4732674,typical
9.130304,-0.54992,typical
9.140305,-0.61995083,typical
9.150305,-0.6470187,typical
9.160305,-0.7087443,typical
9.170305,-0.7479706,typical
9.1803055,-0.8110113,typical
9.190307,-0.85677016,typical
9.200307,-0.8913448,typical
9.210307,-0.8743818,typical
9.220307,-0.886214,typical
9.230308,-0.93522364,typical
9.240308,-0.97278315,typical
9.250308,-0.9563001,typical
9.260308,-1.0151377,typical
9.2703085,-1.0048994,typical
9.28031,-1.0242275,typical
9.29031,-0.9674527,typical
9.30031,-1.0439893,typical
